tn;begin;end
1001377;01.09.2020;31.12.9999
1001378;01.01.2012;31.12.9999
1001378;21.03.2019;31.12.9999
1001379;01.01.2012;31.12.9999
1001379;01.10.2020;31.12.9999
1001380;12.10.2000;31.12.9999
1001380;01.01.2012;31.12.9999
1001381;08.07.2019;31.12.9999
1001383;09.08.2013;31.12.9999
1001385;15.04.2019;31.12.9999
1001387;01.01.2012;31.12.9999
1001387;27.08.2018;31.12.9999
1001388;16.07.2015;31.12.9999
1001389;01.08.2017;31.12.9999
1001390;01.11.2008;31.12.9999
1001390;01.01.2012;31.12.9999
1001392;20.08.2018;31.12.9999
1001393;10.08.2015;31.12.9999
1001395;03.09.2018;31.12.9999
1001396;17.09.2018;31.12.9999
1001399;04.09.2017;31.12.9999
1001401;03.09.2018;31.12.9999
1001402;29.11.2019;31.12.9999
1001403;01.01.2012;31.12.9999
1001403;01.08.2018;31.12.9999
1001404;23.12.2019;31.12.9999
1001405;17.09.2018;31.12.9999
1001407;01.06.2011;31.12.9999
1001409;24.03.2020;31.12.9999
1001410;18.05.2012;31.12.9999
1001411;12.02.2018;31.12.9999
1001416;07.07.2015;31.12.9999
1001417;15.09.2020;31.12.9999
1001418;10.06.2019;31.12.9999
1001423;01.02.2006;31.12.9999
1001423;01.01.2012;31.12.9999
1001425;11.02.2013;31.12.9999
1001426;01.07.2009;31.12.9999
1001428;01.01.2012;31.12.9999
1001428;09.04.2018;31.12.9999
1001429;09.12.2013;31.12.9999
1001431;01.01.2015;31.12.9999
1001432;10.07.2019;31.12.9999
1001434;20.02.2020;31.12.9999
1001435;11.09.1996;31.12.9999
1001438;05.08.2014;31.12.9999
1001439;01.07.2019;31.12.9999
1001440;04.12.2017;31.12.9999
1001441;06.12.2006;31.12.9999
1001442;01.09.2008;31.12.9999
1001443;27.12.2019;31.12.9999
1001444;29.03.2019;31.12.9999
1001447;18.09.2020;31.12.9999
1001448;25.01.2011;31.12.9999
1001451;26.02.2002;31.12.9999
1001452;25.09.2015;31.12.9999
1001454;12.03.2012;31.12.9999
1001455;28.05.2018;31.12.9999
1001456;06.11.2018;31.12.9999
1001457;01.01.2012;31.12.9999
1001458;04.09.2017;31.12.9999
1001459;01.01.2010;31.12.9999
1001459;01.01.2012;31.12.9999
1001463;15.09.2020;31.12.9999
1001464;01.01.2018;31.12.9999
1001465;05.10.2015;31.12.9999
1001467;09.01.2008;31.12.9999
1001468;31.08.2020;31.12.9999
1001469;15.09.2020;31.12.9999
1001471;07.10.2005;31.12.9999
1001472;01.08.2016;31.12.9999
1001473;04.01.2003;31.12.9999
1001474;01.04.2019;31.12.9999
1001476;01.01.2014;31.12.9999
1001477;04.08.2020;31.12.9999
1001481;30.09.2020;31.12.9999
1001483;15.04.2014;31.12.9999
1001484;24.03.2015;31.12.9999
1001485;01.01.2010;31.12.9999
1001486;06.08.2020;31.12.9999
1001487;14.08.2012;31.12.9999
1001488;01.10.2013;31.12.9999
1001490;08.07.2013;31.12.9999
1001492;01.02.2013;31.12.9999
1001492;01.04.2013;31.12.9999
1001495;20.11.2009;31.12.9999
1001498;11.02.2012;31.12.9999
1001498;01.01.2013;31.12.9999
1001500;01.10.2002;31.12.9999
1001501;01.09.2010;31.12.9999
1001502;15.02.2010;31.12.9999
1001504;01.01.2012;31.12.9999
1001504;03.02.2020;31.12.9999
1001508;08.12.2014;31.12.9999
1001511;26.02.2020;31.12.9999
1001513;01.04.2016;31.12.9999
1001514;01.06.2017;31.12.9999
1001515;01.10.2019;31.12.9999
1001516;01.07.2015;31.12.9999
1001518;01.03.2019;31.12.9999
1001519;01.05.2018;31.12.9999
1001520;03.08.2015;31.12.9999
1001520;14.10.2020;31.12.9999
1001524;01.06.2018;31.12.9999
1001525;12.12.2012;31.12.9999
1001527;27.02.2020;31.12.9999
1001529;01.10.2018;31.12.9999
1001531;01.09.2011;31.12.9999
1001531;13.11.2017;31.12.9999
1001532;01.07.2015;31.12.9999
1001533;11.11.2019;31.12.9999
1001534;03.02.2020;31.12.9999
1001535;30.12.2019;31.12.9999
1001536;23.12.2019;31.12.9999
1001537;01.07.2017;31.12.9999
1001539;20.12.2019;31.12.9999
1001540;01.10.2018;31.12.9999
1001541;15.09.2020;31.12.9999
1001543;01.10.2020;31.12.9999
1001544;26.06.2019;31.12.9999
1001545;03.08.2011;31.12.9999
1001546;27.08.2012;31.12.9999
1001547;02.04.2018;31.12.9999
1001548;14.12.2015;31.12.9999
1001549;11.01.2016;31.12.9999
1001550;05.12.2017;31.12.9999
1001552;21.03.2019;31.12.9999
1001555;20.01.2020;31.12.9999
1001556;12.11.2015;31.12.9999
1001557;01.07.2013;31.12.9999
1001558;16.10.2019;31.12.9999
1001560;07.06.2019;31.12.9999
1001564;01.01.2018;31.12.9999
1001566;03.12.2018;31.12.9999
1001569;19.11.2018;31.12.9999
1001570;11.05.2016;31.12.9999
1001571;11.06.2019;31.12.9999
1001572;14.12.2012;31.12.9999
1001573;01.07.2017;31.12.9999
1001574;01.02.2017;31.12.9999
1001575;10.07.2017;31.12.9999
1001577;23.08.2010;31.12.9999
1001578;02.04.2018;31.12.9999
1001579;12.07.2010;31.12.9999
1001580;01.08.2016;31.12.9999
1001581;04.09.2017;31.12.9999
1001582;21.08.2020;31.12.9999
1001585;01.01.2012;31.12.9999
1001593;19.01.2016;31.12.9999
1001595;08.09.2020;31.12.9999
1001598;14.10.2010;31.12.9999
1001599;13.06.2018;31.12.9999
1001600;06.05.2015;31.12.9999
1001601;23.08.2019;31.12.9999
1001606;16.07.2015;31.12.9999
1001608;14.09.2020;31.12.9999
1001611;19.04.2016;31.12.9999
1001612;01.07.2019;31.12.9999
1001614;10.09.2018;31.12.9999
1001615;03.09.2018;31.12.9999
1001616;15.09.2020;31.12.9999
1001617;15.09.2020;31.12.9999
1001618;31.08.2011;31.12.9999
1001619;03.06.2019;31.12.9999
1001620;03.02.2020;31.12.9999
1001624;23.09.2020;31.12.9999
1001626;01.11.2011;31.12.9999
1001632;23.12.2019;31.12.9999
1001633;07.09.2020;31.12.9999
1001634;23.12.2019;31.12.9999
1001640;11.02.2018;31.12.9999
1001641;16.03.2010;31.12.9999
1001647;01.01.2012;31.12.9999
1001649;05.10.2020;31.12.9999
1001654;01.01.2012;31.12.9999
1001654;10.06.2019;31.12.9999
1001657;01.06.2017;31.12.9999
1001659;01.01.2012;31.12.9999
1001659;01.08.2014;31.12.9999
1001660;04.02.1991;31.12.9999
1001661;18.11.1988;31.12.9999
1001667;03.09.2018;31.12.9999
1001668;01.03.2019;31.12.9999
1001669;01.02.2015;31.12.9999
1001671;01.02.2020;31.12.9999
1001674;18.09.2013;31.12.9999
1001674;31.12.2014;31.12.9999
1001674;14.08.2018;31.12.9999
1001675;27.11.2017;31.12.9999
1001678;01.06.2017;31.12.9999
1001679;14.08.2013;31.12.9999
1001682;03.07.2019;31.12.9999
1001683;03.10.2013;31.12.9999
1001684;28.06.2013;31.12.9999
1001686;23.01.2013;31.12.9999
1001690;07.07.2020;31.12.9999
1001691;01.01.2012;31.12.9999
1001691;26.08.2015;31.12.9999
1001692;01.01.2018;31.12.9999
1001694;01.12.2018;31.12.9999
1001695;13.03.2015;31.12.9999
1001696;01.06.2017;31.12.9999
1001698;10.01.2012;31.12.9999
1001700;01.05.2013;31.12.9999
1001701;15.08.2019;31.12.9999
1001702;02.08.2017;31.12.9999
1001703;01.03.2012;31.12.9999
1001704;05.08.2019;31.12.9999
1001706;18.04.2011;31.12.9999
1001708;04.10.2012;31.12.9999
1001709;01.06.2011;31.12.9999
1001710;01.05.2012;31.12.9999
1001712;12.10.2018;31.12.9999
1001713;01.01.2016;31.12.9999
1001715;02.10.2008;31.12.9999
1001716;06.12.2017;31.12.9999
1001718;13.07.2020;31.12.9999
1001719;01.11.2005;31.12.9999
1001720;01.11.2017;31.12.9999
1001721;21.07.2010;31.12.9999
1001723;25.08.2010;31.12.9999
1001727;01.01.2013;31.12.9999
1001727;18.02.2014;31.12.9999
1001728;09.01.2017;31.12.9999
1001729;01.01.2012;31.12.9999
1001729;01.02.2020;31.12.9999
1001730;21.09.2011;31.12.9999
1001731;01.08.2016;31.12.9999
1001733;03.03.2008;31.12.9999
1001735;01.01.2012;31.12.9999
1001735;01.05.2013;31.12.9999
1001736;01.01.2020;31.12.9999
1001737;01.01.2020;31.12.9999
1001739;15.09.2008;31.12.9999
1001741;01.08.2016;31.12.9999
1001742;09.02.2011;31.12.9999
1001743;01.01.2012;31.12.9999
1001743;01.09.2019;31.12.9999
1001744;25.08.2015;31.12.9999
1001745;10.04.1997;31.12.9999
1001746;10.06.2017;31.12.9999
1001750;01.01.2018;31.12.9999
1001751;01.09.2019;31.12.9999
1001752;01.01.2012;31.12.9999
1001752;10.01.2012;31.12.9999
1001753;10.12.2015;31.12.9999
