tn;begin;end
2202758;01.02.2011;31.12.9999
2202758;01.03.2016;31.12.9999
2202759;01.03.2005;31.12.9999
2202759;01.03.2016;31.12.9999
2202760;01.10.2016;31.12.9999
2202761;01.01.2010;31.12.9999
2202761;01.01.2011;31.12.9999
2202763;11.03.2013;31.12.9999
2202764;01.01.2013;31.12.9999
2202768;01.08.2004;31.12.9999
2202769;01.06.1995;31.12.9999
2202772;01.12.2012;31.12.9999
2202773;01.05.2010;31.12.9999
2202774;06.02.2017;31.12.9999
2202775;01.02.2013;31.12.9999
2202776;01.03.2016;31.12.9999
2202777;01.01.2010;31.12.9999
2202781;01.01.2010;31.12.9999
2202781;01.10.2016;31.12.9999
2202784;18.07.2003;31.12.9999
2202785;02.11.2015;31.12.9999
2202786;05.08.2016;31.12.9999
2202787;01.12.1998;31.12.9999
2202787;01.01.2011;31.12.9999
2202788;11.07.2012;31.12.9999
2202789;01.06.2007;31.12.9999
2202790;12.08.2013;31.12.9999
2202791;14.11.2016;31.12.9999
2202792;21.05.2004;31.12.9999
2202792;01.01.2011;31.12.9999
2202793;03.01.2001;31.12.9999
2202793;01.01.2011;31.12.9999
2202795;06.09.2016;31.12.9999
2202797;01.12.2010;31.12.9999
2202797;16.10.2015;31.12.9999
2202798;01.12.2010;31.12.9999
2202798;09.01.2019;31.12.9999
2202799;28.10.2015;31.12.9999
2202800;17.09.2001;31.12.9999
2202805;17.07.2002;31.12.9999
2202805;01.01.2007;31.12.9999
2202805;01.01.2011;31.12.9999
2202806;30.04.2016;31.12.9999
2202807;22.11.2007;31.12.9999
2202808;08.07.2010;31.12.9999
2202811;18.09.1995;31.12.9999
2202811;01.01.2011;31.12.9999
2202812;01.12.2009;31.12.9999
2202812;01.01.2016;31.12.9999
2202813;01.11.2008;31.12.9999
2202813;06.11.2008;31.12.9999
2202813;01.01.2016;31.12.9999
2202815;01.08.2012;31.12.9999
2202815;21.12.2016;31.12.9999
2202816;08.10.2015;31.12.9999
2202816;06.09.2016;31.12.9999
2202817;01.01.2016;31.12.9999
2202818;01.12.2008;31.12.9999
2202818;10.12.2013;31.12.9999
2202820;29.12.2008;31.12.9999
2202820;01.01.2016;31.12.9999
2202823;21.01.2008;31.12.9999
2202824;15.12.2010;31.12.9999
2202825;01.07.2004;31.12.9999
2202828;11.05.2016;31.12.9999
2202832;24.09.2012;31.12.9999
2202834;16.05.2016;31.12.9999
2202836;01.03.2016;31.12.9999
2202837;01.03.2016;31.12.9999
2202838;01.01.2011;31.12.9999
2202839;28.10.2003;31.12.9999
2202840;17.12.2018;31.12.9999
2202843;01.03.2016;31.12.9999
2202844;10.06.2019;31.12.9999
2202845;01.02.2017;31.12.9999
2202846;01.03.2016;31.12.9999
2202847;19.12.2019;31.12.9999
2202848;04.07.2014;31.12.9999
2202850;14.09.1992;31.12.9999
2202850;01.01.2011;31.12.9999
2202851;13.02.2014;31.12.9999
2202853;12.11.2003;31.12.9999
2202853;01.01.2011;31.12.9999
2202854;01.02.2001;31.12.9999
2202854;01.06.2017;31.12.9999
2202855;01.06.2017;31.12.9999
2202856;20.01.2015;31.12.9999
2202857;01.07.2013;31.12.9999
2202858;01.02.2013;31.12.9999
2202859;01.01.2011;31.12.9999
2202861;01.01.2015;31.12.9999
2202862;18.12.2019;31.12.9999
2202863;04.07.2013;31.12.9999
2202864;18.07.2012;31.12.9999
2202865;01.01.2011;31.12.9999
2202866;01.01.2011;31.12.9999
2202867;02.04.2012;31.12.9999
2202868;07.09.2020;31.12.9999
2202870;28.07.2020;31.12.9999
2202872;01.08.2001;31.12.9999
2202872;01.01.2011;31.12.9999
2202873;06.10.2005;31.12.9999
2202873;09.01.2019;31.12.9999
2202875;04.08.2015;31.12.9999
2202876;22.05.2012;31.12.9999
2202876;01.01.2018;31.12.9999
2202877;27.11.2007;31.12.9999
2202879;03.08.2017;31.12.9999
2202880;01.03.2016;31.12.9999
2202881;28.05.2019;31.12.9999
2202882;23.03.2009;31.12.9999
2202883;01.03.2016;31.12.9999
2202884;12.04.2017;31.12.9999
2202885;19.12.2019;31.12.9999
2202886;01.03.2016;31.12.9999
2202887;03.12.2018;31.12.9999
2202888;04.09.2019;31.12.9999
2202889;01.05.2016;31.12.9999
2202890;01.03.2016;31.12.9999
2202892;01.03.2016;31.12.9999
2202895;05.03.2003;31.12.9999
2202900;20.06.1985;31.12.9999
2202901;01.01.2013;31.12.9999
2202902;01.01.2011;31.12.9999
2202919;01.03.2016;31.12.9999
2202920;01.01.2008;31.12.9999
2202920;01.06.2014;31.12.9999
2202924;08.12.2014;31.12.9999
2202925;01.04.2016;31.12.9999
2202926;01.04.2016;31.12.9999
2202927;01.10.2013;31.12.9999
2202927;05.10.2015;31.12.9999
2202928;02.11.2010;31.12.9999
2202929;03.11.2016;31.12.9999
2202930;17.03.2009;31.12.9999
2202931;09.01.2019;31.12.9999
2202939;12.12.2019;31.12.9999
2202945;01.08.2014;31.12.9999
2202949;07.10.2020;31.12.9999
2202950;09.12.2013;31.12.9999
2202951;15.02.2018;31.12.9999
2202956;13.06.2017;31.12.9999
2202957;08.11.2017;31.12.9999
2202959;31.08.2020;31.12.9999
2202960;25.02.2019;31.12.9999
2202963;29.01.2020;31.12.9999
2202965;30.08.2019;31.12.9999
2202968;14.08.2017;31.12.9999
2202975;20.07.2018;31.12.9999
2202983;23.06.2020;31.12.9999
2202985;10.01.2019;31.12.9999
2202986;09.01.2020;31.12.9999
2202987;21.11.2017;31.12.9999
2202988;01.02.2013;31.12.9999
2202989;22.08.2019;31.12.9999
2202990;02.12.2019;31.12.9999
2202994;21.09.2020;31.12.9999
2202995;09.01.2019;31.12.9999
2202996;01.01.2011;31.12.9999
2202996;01.01.2017;31.12.9999
2202997;05.10.2020;31.12.9999
2202997;08.10.2020;31.12.9999
2202998;01.01.2016;31.12.9999
2203000;08.10.2018;31.12.9999
2203005;22.04.2013;31.12.9999
2203006;08.11.2019;31.12.9999
2203007;10.02.2020;31.12.9999
2203008;20.08.2020;31.12.9999
2203009;01.01.2018;31.12.9999
2203009;25.06.2018;31.12.9999
2203011;19.03.2018;31.12.9999
2203012;03.07.2012;31.12.9999
2203012;09.01.2020;31.12.9999
2203013;01.01.2017;31.12.9999
2203014;01.01.2015;31.12.9999
2203016;01.01.2018;31.12.9999
2203017;01.01.2015;31.12.9999
2203020;09.01.2019;31.12.9999
2203021;22.06.2020;31.12.9999
2203022;08.07.2019;31.12.9999
2203025;09.01.2020;31.12.9999
2203028;03.09.2018;31.12.9999
2203029;01.07.2019;31.12.9999
2203030;17.04.2017;31.12.9999
2203031;24.02.2014;31.12.9999
2203032;01.09.2013;31.12.9999
2203032;05.11.2014;31.12.9999
2203036;27.01.2017;31.12.9999
2203039;01.01.2016;31.12.9999
2203040;03.10.2018;31.12.9999
2203042;01.01.2017;31.12.9999
2203045;03.10.2016;31.12.9999
2203049;15.05.2017;31.12.9999
2203050;03.02.2014;31.12.9999
2203051;18.10.2019;31.12.9999
2203052;01.09.2013;31.12.9999
2203052;11.05.2018;31.12.9999
2203053;01.04.2019;31.12.9999
2203055;01.11.2013;31.12.9999
2203056;01.07.2015;31.12.9999
2203057;09.01.2019;31.12.9999
2203058;24.08.2012;31.12.9999
2203059;01.02.2020;31.12.9999
2203060;19.03.2012;31.12.9999
2203060;01.03.2016;31.12.9999
2203062;02.10.2013;31.12.9999
2203062;11.11.2016;31.12.9999
2203062;01.01.2017;31.12.9999
2203063;25.12.2015;31.12.9999
2203065;01.01.2017;31.12.9999
2203067;03.05.2017;31.12.9999
2203068;12.02.2019;31.12.9999
2203069;01.09.2013;31.12.9999
2203069;10.08.2020;31.12.9999
