tn;begin;end
2301937;01.05.2018;31.12.9999
2301937;22.10.2018;31.12.9999
2301938;01.01.2018;31.12.9999
2301939;14.05.2018;31.12.9999
2301940;01.01.2017;31.12.9999
2301941;11.03.2019;31.12.9999
2301942;01.01.2016;31.12.9999
2301943;02.03.2020;31.12.9999
2301944;01.01.2017;31.12.9999
2301945;11.01.2009;31.12.9999
2301946;03.06.2013;31.12.9999
2301947;01.11.2007;31.12.9999
2301948;01.01.2016;31.12.9999
2301949;01.01.2017;31.12.9999
2301950;26.01.2015;31.12.9999
2301951;26.12.2007;31.12.9999
2301952;01.01.2018;31.12.9999
2301953;10.02.2020;31.12.9999
2301954;01.03.2011;31.12.9999
2301955;02.01.2018;31.12.9999
2301957;05.05.2015;31.12.9999
2301959;28.03.2005;31.12.9999
2301961;09.01.2019;31.12.9999
2301963;06.05.1998;31.12.9999
2301966;14.12.2018;31.12.9999
2301967;14.12.2018;31.12.9999
2301970;01.10.2018;31.12.9999
2301971;01.10.2018;31.12.9999
2301972;01.10.2018;31.12.9999
2301974;01.10.2018;31.12.9999
2301975;01.10.2017;31.12.9999
2301976;01.10.2017;31.12.9999
2301977;01.10.2018;31.12.9999
2301978;01.10.2018;31.12.9999
2301979;01.01.2018;31.12.9999
2301980;01.01.2007;31.12.9999
2301981;01.01.2018;31.12.9999
2301982;01.01.2018;31.12.9999
2301983;17.07.2017;31.12.9999
2301985;02.01.2018;31.12.9999
2301986;02.01.2018;31.12.9999
2301987;01.01.2018;31.12.9999
2301988;09.01.2019;31.12.9999
2301989;01.10.2017;31.12.9999
2301992;15.01.2007;31.12.9999
2301993;01.06.2004;31.12.9999
2301994;01.02.2006;31.12.9999
2301995;02.01.2018;31.12.9999
2301996;01.10.2017;31.12.9999
2301997;01.07.2011;31.12.9999
2302001;13.08.1993;31.12.9999
2302005;01.01.2018;31.12.9999
2302006;09.12.2019;31.12.9999
2302007;24.08.2015;31.12.9999
2302008;31.12.2014;31.12.9999
2302010;09.01.2020;31.12.9999
2302011;12.09.2011;31.12.9999
2302012;01.01.2012;31.12.9999
2302014;04.08.2009;31.12.9999
2302015;03.03.2020;31.12.9999
2302017;29.07.2014;31.12.9999
2302018;02.11.2017;31.12.9999
2302019;23.06.2015;31.12.9999
2302020;23.12.2015;31.12.9999
2302022;22.09.2016;31.12.9999
2302023;01.08.2019;31.12.9999
2302024;01.03.2005;31.12.9999
2302026;13.05.2019;31.12.9999
2302027;15.11.2017;31.12.9999
2302028;01.01.2013;31.12.9999
2302029;01.03.2019;31.12.9999
2302030;06.05.2013;31.12.9999
2302031;08.02.2016;31.12.9999
2302032;01.01.2014;31.12.9999
2302033;18.02.2013;31.12.9999
2302034;09.01.2020;31.12.9999
2302038;21.02.1985;31.12.9999
2302043;01.01.2014;31.12.9999
2302044;05.03.2010;31.12.9999
2302045;20.07.2020;31.12.9999
2302048;16.02.2011;31.12.9999
2302052;02.01.2018;31.12.9999
2302053;01.09.1987;31.12.9999
2302056;07.10.2003;31.12.9999
2302058;01.08.2019;31.12.9999
2302059;01.10.2017;31.12.9999
2302060;01.10.2017;31.12.9999
2302063;01.01.2018;31.12.9999
2302064;01.01.2013;31.12.9999
2302079;01.01.2016;31.12.9999
2302080;20.07.2009;31.12.9999
2302082;01.01.1996;31.12.9999
2302083;01.01.2016;31.12.9999
2302085;01.01.2018;31.12.9999
2302091;01.10.2019;31.12.9999
2302092;22.01.2020;31.12.9999
2302093;01.10.2016;31.12.9999
2302094;02.07.2020;31.12.9999
2302095;09.01.2019;31.12.9999
2302096;01.08.2017;31.12.9999
2302097;19.06.2019;31.12.9999
2302099;03.01.2018;31.12.9999
2302103;09.01.2020;31.12.9999
2302104;28.08.2018;31.12.9999
2302106;02.07.2018;31.12.9999
2302108;14.12.2018;31.12.9999
2302110;01.12.2019;31.12.9999
2302111;10.03.2020;31.12.9999
2302112;01.10.2018;31.12.9999
2302113;21.12.2017;31.12.9999
2302114;27.11.2018;31.12.9999
2302115;14.12.2017;31.12.9999
2302117;28.10.2019;31.12.9999
2302119;01.03.2020;31.12.9999
2302120;28.10.2019;31.12.9999
2302121;09.06.2020;31.12.9999
2302122;19.10.2017;31.12.9999
2302123;10.02.2020;31.12.9999
2302124;01.01.2017;31.12.9999
2302125;05.09.2020;31.12.9999
2302126;01.09.2017;31.12.9999
2302127;15.12.2010;31.12.9999
2302128;02.01.2018;31.12.9999
2302129;21.06.2011;31.12.9999
2302130;12.09.2016;31.12.9999
2302130;10.06.2020;31.12.9999
2302131;03.02.2014;31.12.9999
2302132;15.03.2017;31.12.9999
2302133;02.01.2018;31.12.9999
2302134;20.08.2001;31.12.9999
2302135;10.11.2014;31.12.9999
2302136;03.02.2012;31.12.9999
2302137;22.10.2010;31.12.9999
2302138;01.01.2015;31.12.9999
2302139;01.01.2017;31.12.9999
2302140;09.01.2018;31.12.9999
2302141;17.02.2014;31.12.9999
2302142;12.04.2018;31.12.9999
2302143;01.08.2019;31.12.9999
2302144;11.12.2017;31.12.9999
2302145;20.01.2004;31.12.9999
2302146;02.05.2012;31.12.9999
2302147;01.01.2016;31.12.9999
