tn;begin;end
801343;14.07.2020;31.12.9999
801346;15.07.2019;31.12.9999
801351;27.11.2019;31.12.9999
801352;09.09.2020;31.12.9999
801356;03.02.2015;31.12.9999
801357;06.10.2020;31.12.9999
801359;01.07.2020;31.12.9999
801362;16.01.2019;31.12.9999
801364;16.10.2020;31.12.9999
801372;01.01.2016;31.12.9999
801373;01.06.2019;31.12.9999
801375;14.08.2017;31.12.9999
801380;20.11.2019;31.12.9999
801381;15.11.2018;31.12.9999
801384;15.09.2020;31.12.9999
801385;15.11.2018;31.12.9999
801386;27.11.2019;31.12.9999
801389;19.06.2017;31.12.9999
801392;01.06.2020;31.12.9999
801416;01.07.2016;31.12.9999
801422;01.05.2008;31.12.9999
801423;02.10.2017;31.12.9999
801428;05.08.2019;31.12.9999
801429;21.05.2016;31.12.9999
801455;01.11.2018;31.12.9999
801456;08.04.2019;31.12.9999
801457;01.08.2019;31.12.9999
801465;06.11.2018;31.12.9999
801473;12.04.2011;31.12.9999
801474;08.07.2019;31.12.9999
801482;01.09.2008;31.12.9999
801486;01.08.2018;31.12.9999
801489;12.01.2015;31.12.9999
801490;01.03.2019;31.12.9999
801492;27.03.2014;31.12.9999
801494;01.03.2019;31.12.9999
801496;15.08.2013;31.12.9999
801497;04.12.2018;31.12.9999
801498;01.07.2010;31.12.9999
801499;08.02.2013;31.12.9999
801500;01.03.2019;31.12.9999
801501;01.07.2013;31.12.9999
801502;11.02.2019;31.12.9999
801503;01.11.2013;31.12.9999
801504;01.03.2019;31.12.9999
801505;16.04.2015;31.12.9999
801506;01.03.2019;31.12.9999
801508;01.01.2016;31.12.9999
801509;07.10.2019;31.12.9999
801512;08.09.2016;31.12.9999
801514;01.03.2019;31.12.9999
801515;01.08.2017;31.12.9999
801517;04.09.2020;31.12.9999
801530;01.08.2017;31.12.9999
801538;10.08.2020;31.12.9999
801539;08.02.1995;31.12.9999
801540;01.08.2000;31.12.9999
801543;06.05.2013;31.12.9999
801544;03.06.2013;31.12.9999
801546;01.02.2019;31.12.9999
801547;15.12.2018;31.12.9999
801550;15.06.2020;31.12.9999
801551;25.11.2019;31.12.9999
801554;01.11.2018;31.12.9999
801560;15.08.2016;31.12.9999
801566;01.11.2018;31.12.9999
801569;03.08.2020;31.12.9999
801572;07.08.2017;31.12.9999
801573;12.06.2016;31.12.9999
801574;01.03.2019;31.12.9999
801581;24.10.2016;31.12.9999
801584;01.08.2018;31.12.9999
801585;01.08.2017;31.12.9999
801588;16.03.2018;31.12.9999
801589;15.01.2019;31.12.9999
801590;20.03.2017;31.12.9999
801591;07.11.2017;31.12.9999
801593;22.05.2019;31.12.9999
801595;01.11.2018;31.12.9999
801597;01.11.2018;31.12.9999
801598;02.04.2018;31.12.9999
801600;23.09.2019;31.12.9999
801603;07.07.2010;31.12.9999
801605;03.01.2002;31.12.9999
801607;03.09.2018;31.12.9999
801609;08.08.2019;31.12.9999
801621;01.07.2015;31.12.9999
801623;01.11.2018;31.12.9999
801624;01.11.2018;31.12.9999
801625;16.07.2016;31.12.9999
801626;01.11.2018;31.12.9999
801638;01.11.2018;31.12.9999
801639;01.11.2018;31.12.9999
801641;01.03.2019;31.12.9999
801642;16.12.2019;31.12.9999
801643;24.08.2020;31.12.9999
801647;11.06.2019;31.12.9999
801650;01.05.2020;31.12.9999
801672;02.03.2020;31.12.9999
801673;02.03.2020;31.12.9999
801675;09.05.2019;31.12.9999
801684;01.05.2008;31.12.9999
801686;14.08.2017;31.12.9999
801687;04.09.2017;31.12.9999
801688;02.10.2017;31.12.9999
801690;01.08.2017;31.12.9999
801691;14.08.2017;31.12.9999
801693;14.08.2017;31.12.9999
801694;01.11.2018;31.12.9999
801695;01.11.2018;31.12.9999
801698;01.11.2018;31.12.9999
801701;18.09.2017;31.12.9999
801705;19.04.2019;31.12.9999
801712;01.11.2018;31.12.9999
801746;19.08.2014;31.12.9999
801764;02.05.2017;31.12.9999
801785;10.06.2019;31.12.9999
801812;01.10.2017;31.12.9999
801813;18.03.2019;31.12.9999
801814;01.11.2018;31.12.9999
801815;14.07.2017;31.12.9999
801815;11.05.2016;31.12.9999
801817;01.11.2018;31.12.9999
801819;01.03.2019;31.12.9999
801869;01.03.2016;31.12.9999
801872;01.11.2018;31.12.9999
801875;01.11.2018;31.12.9999
801876;01.11.2018;31.12.9999
801879;12.02.2018;31.12.9999
801880;23.05.2018;31.12.9999
801889;01.01.2011;31.12.9999
801896;01.08.2018;31.12.9999
801964;29.12.2016;31.12.9999
801968;01.11.2018;31.12.9999
801969;13.03.2017;31.12.9999
801969;10.07.2020;31.12.9999
801970;04.02.2019;31.12.9999
801971;11.02.2019;31.12.9999
801971;27.04.2020;31.12.9999
801972;16.05.2019;31.12.9999
801973;01.11.2018;31.12.9999
801976;01.11.2018;31.12.9999
801977;01.11.2018;31.12.9999
802001;05.02.2015;31.12.9999
802002;16.04.2013;31.12.9999
802029;07.12.2017;31.12.9999
802031;14.09.2016;31.12.9999
802033;01.03.2019;31.12.9999
802034;01.03.2019;31.12.9999
802036;15.11.2018;31.12.9999
802038;01.11.2018;31.12.9999
802039;01.11.2018;31.12.9999
802042;02.08.2019;31.12.9999
802044;04.04.2016;31.12.9999
802050;23.12.2019;31.12.9999
802052;02.12.2019;31.12.9999
802053;01.07.2016;31.12.9999
802054;09.03.2016;31.12.9999
802055;01.07.2020;31.12.9999
802062;01.02.2017;31.12.9999
802063;20.02.2015;31.12.9999
802065;15.02.2017;31.12.9999
802068;16.06.2020;31.12.9999
802069;20.11.2018;31.12.9999
802070;09.09.2020;31.12.9999
802071;06.10.2020;31.12.9999
802072;17.08.2016;31.12.9999
802073;16.06.2015;31.12.9999
802074;01.03.2019;31.12.9999
802074;02.03.2020;31.12.9999
802080;18.02.2016;31.12.9999
802081;17.12.2018;31.12.9999
802084;17.03.2020;31.12.9999
802086;22.09.2015;31.12.9999
802093;15.01.2016;31.12.9999
802099;01.04.2019;31.12.9999
802102;01.07.2015;31.12.9999
802103;02.12.2019;31.12.9999
802107;01.06.2011;31.12.9999
802109;04.02.2019;31.12.9999
802110;01.11.2018;31.12.9999
802112;01.01.2020;31.12.9999
