tn;begin;end
1902458;28.08.2018;31.12.9999
1902459;01.01.2018;31.12.9999
1902462;14.09.1999;31.12.9999
1902462;01.01.2020;31.12.9999
1902464;01.04.2002;31.12.9999
1902465;01.01.2010;31.12.9999
1902466;08.12.2008;31.12.9999
1902466;01.01.2016;31.12.9999
1902467;02.10.2017;31.12.9999
1902468;11.01.2009;31.12.9999
1902468;01.01.2020;31.12.9999
1902470;09.01.2007;31.12.9999
1902470;01.01.2015;31.12.9999
1902473;18.07.2005;31.12.9999
1902474;01.08.2012;31.12.9999
1902477;15.02.2017;31.12.9999
1902478;01.01.2019;31.12.9999
1902479;01.01.2018;31.12.9999
1902479;01.01.2020;31.12.9999
1902481;01.11.2007;31.12.9999
1902484;01.10.2003;31.12.9999
1902485;01.02.2008;31.12.9999
1902486;14.10.2019;31.12.9999
1902487;04.07.2014;31.12.9999
1902489;01.01.2018;31.12.9999
1902490;01.12.2015;31.12.9999
1902491;29.06.2010;31.12.9999
1902492;01.06.2015;31.12.9999
1902493;01.01.2011;31.12.9999
1902494;01.12.2015;31.12.9999
1902497;01.04.2014;31.12.9999
1902498;01.01.2017;31.12.9999
1902500;20.07.2020;31.12.9999
1902503;01.01.2018;31.12.9999
1902504;01.01.2018;31.12.9999
1902505;01.01.2018;31.12.9999
1902506;28.07.2012;31.12.9999
1902506;21.01.2019;31.12.9999
1902507;01.01.2018;31.12.9999
1902508;01.08.2009;31.12.9999
1902508;03.02.2014;31.12.9999
1902510;01.01.2018;31.12.9999
1902511;15.05.2018;31.12.9999
1902512;01.01.2014;31.12.9999
1902514;11.11.2013;31.12.9999
1902515;18.07.2007;31.12.9999
1902517;01.01.2011;31.12.9999
1902520;21.09.2009;31.12.9999
1902522;01.01.2019;31.12.9999
1902523;01.11.2018;31.12.9999
1902524;01.04.2003;31.12.9999
1902524;01.07.2016;31.12.9999
1902525;01.04.2017;31.12.9999
1902526;05.07.2010;31.12.9999
1902526;01.01.2013;31.12.9999
1902527;01.01.2013;31.12.9999
1902528;01.05.2013;31.12.9999
1902530;01.01.2013;31.12.9999
1902530;26.10.2015;31.12.9999
1902531;14.12.2011;31.12.9999
1902532;20.03.2012;31.12.9999
1902534;23.07.2014;31.12.9999
1902536;15.02.2012;31.12.9999
1902536;26.06.2018;31.12.9999
1902538;01.01.2018;31.12.9999
1902539;01.01.2015;31.12.9999
1902542;01.01.2018;31.12.9999
1902543;16.06.2017;31.12.9999
1902545;01.01.2017;31.12.9999
1902546;21.05.2019;31.12.9999
1902547;26.04.2010;31.12.9999
1902547;07.09.2015;31.12.9999
1902548;01.12.2010;31.12.9999
1902548;01.01.2020;31.12.9999
1902549;24.01.2019;31.12.9999
1902550;01.01.2018;31.12.9999
1902551;01.01.2020;31.12.9999
1902552;01.03.2017;31.12.9999
1902553;01.01.2014;31.12.9999
1902554;05.09.2012;31.12.9999
1902555;10.08.2020;31.12.9999
1902556;01.06.2009;31.12.9999
1902558;02.06.2020;31.12.9999
1902559;01.01.2018;31.12.9999
1902560;25.09.2012;31.12.9999
1902560;02.06.2015;31.12.9999
1902561;01.01.2018;31.12.9999
1902562;01.05.2016;31.12.9999
1902563;01.02.2002;31.12.9999
1902563;01.05.2017;31.12.9999
1902564;30.12.2013;31.12.9999
1902565;06.05.2020;31.12.9999
1902567;01.05.2017;31.12.9999
1902569;01.01.2010;31.12.9999
1902571;22.12.2010;31.12.9999
1902574;01.05.2017;31.12.9999
1902575;09.08.2013;31.12.9999
1902575;01.05.2017;31.12.9999
1902576;01.05.2017;31.12.9999
1902577;02.07.2007;31.12.9999
1902579;17.04.2020;31.12.9999
1902583;01.01.2013;31.12.9999
1902585;11.09.2012;31.12.9999
1902585;13.05.2020;31.12.9999
1902587;01.07.2015;31.12.9999
1902589;01.01.2016;31.12.9999
1902591;02.09.2016;31.12.9999
1902593;09.01.2020;31.12.9999
1902595;15.09.2016;31.12.9999
1902596;01.01.2015;31.12.9999
1902597;04.02.2013;31.12.9999
1902599;01.01.2018;31.12.9999
1902600;17.07.2015;31.12.9999
1902601;17.07.2015;31.12.9999
1902602;01.01.2018;31.12.9999
1902603;01.01.2020;31.12.9999
1902606;01.11.2019;31.12.9999
1902607;17.07.2015;31.12.9999
1902608;03.09.2018;31.12.9999
1902610;10.09.2003;31.12.9999
1902610;01.01.2017;31.12.9999
1902613;05.12.2017;31.12.9999
1902614;15.05.2007;31.12.9999
1902615;20.05.2014;31.12.9999
1902618;05.03.2016;31.12.9999
1902619;01.10.2020;31.12.9999
1902620;01.10.2020;31.12.9999
1902621;01.03.2019;31.12.9999
1902623;30.09.2016;31.12.9999
1902626;18.09.2007;31.12.9999
1902626;01.01.2018;31.12.9999
1902629;25.12.2009;31.12.9999
1902629;31.12.2014;31.12.9999
1902630;01.09.2014;31.12.9999
1902631;01.11.2007;31.12.9999
1902633;17.05.2010;31.12.9999
1902636;22.03.2004;31.12.9999
1902640;11.01.2010;31.12.9999
1902641;04.01.1995;31.12.9999
1902642;23.08.2005;31.12.9999
1902644;01.10.2020;31.12.9999
1902645;01.10.2020;31.12.9999
1902646;07.04.2000;31.12.9999
1902648;11.02.2019;31.12.9999
1902649;01.01.2017;31.12.9999
1902651;13.06.2012;31.12.9999
1902652;15.11.2004;31.12.9999
1902652;23.01.2019;31.12.9999
1902653;01.10.2020;31.12.9999
1902656;01.01.2020;31.12.9999
1902658;06.07.2020;31.12.9999
1902659;01.01.2018;31.12.9999
1902660;01.06.2017;31.12.9999
1902661;01.01.2017;31.12.9999
1902662;09.07.2009;31.12.9999
1902663;12.05.2020;31.12.9999
1902664;16.10.2006;31.12.9999
1902665;24.11.2010;31.12.9999
1902666;10.04.2014;31.12.9999
1902667;20.01.2010;31.12.9999
1902667;01.01.2018;31.12.9999
1902668;06.02.2007;31.12.9999
1902670;03.05.2011;31.12.9999
1902671;01.07.2010;31.12.9999
1902671;01.01.2019;31.12.9999
1902673;01.05.2008;31.12.9999
1902673;01.04.2014;31.12.9999
1902674;01.01.2013;31.12.9999
1902675;09.04.2014;31.12.9999
1902676;10.07.1995;31.12.9999
1902677;09.06.2008;31.12.9999
1902678;01.01.2018;31.12.9999
1902679;01.05.2008;31.12.9999
1902680;26.06.2008;31.12.9999
1902680;01.01.2018;31.12.9999
1902681;08.10.2008;31.12.9999
1902681;01.01.2018;31.12.9999
1902683;01.11.2019;31.12.9999
1902684;01.11.2019;31.12.9999
1902685;01.11.2015;31.12.9999
1902686;09.01.2019;31.12.9999
1902691;16.01.2019;31.12.9999
1902694;01.01.2014;31.12.9999
1902694;01.01.2018;31.12.9999
1902695;22.10.2013;31.12.9999
1902698;01.01.2016;31.12.9999
1902699;15.02.2010;31.12.9999
1902700;30.05.2008;31.12.9999
1902701;29.03.2010;31.12.9999
1902701;01.09.2015;31.12.9999
1902702;14.09.2016;31.12.9999
1902704;17.07.2015;31.12.9999
1902704;23.12.2016;31.12.9999
1902705;01.01.2017;31.12.9999
1902706;01.01.2015;31.12.9999
1902706;01.01.2017;31.12.9999
1902708;17.07.2015;31.12.9999
1902709;17.07.2015;31.12.9999
1902710;17.07.2015;31.12.9999
1902711;17.07.2015;31.12.9999
1902713;17.07.2015;31.12.9999
1902713;01.01.2018;31.12.9999
1902714;17.07.2015;31.12.9999
1902714;01.01.2018;31.12.9999
1902715;17.07.2015;31.12.9999
1902715;01.01.2018;31.12.9999
1902716;26.09.2020;31.12.9999
1902717;17.07.2015;31.12.9999
1902718;17.07.2015;31.12.9999
1902718;14.05.2020;31.12.9999
1902719;01.02.2013;31.12.9999
1902720;16.04.2012;31.12.9999
1902721;01.01.2012;31.12.9999
1902721;01.10.2019;31.12.9999
1902722;04.08.2008;31.12.9999
1902722;01.10.2019;31.12.9999
1902723;31.08.2009;31.12.9999
1902723;01.12.2015;31.12.9999
1902724;01.01.2012;31.12.9999
1902724;01.12.2015;31.12.9999
1902725;12.09.2011;31.12.9999
1902725;01.12.2015;31.12.9999
1902726;21.06.2011;31.12.9999
1902726;01.12.2015;31.12.9999
1902727;29.04.2020;31.12.9999
1902728;01.01.2012;31.12.9999
1902728;06.05.2019;31.12.9999
1902729;01.01.2012;31.12.9999
1902729;01.12.2015;31.12.9999
1902731;01.01.2012;31.12.9999
1902731;01.02.2016;31.12.9999
1902732;26.08.2020;31.12.9999
1902736;01.10.2008;31.12.9999
1902736;01.01.2014;31.12.9999
1902738;01.01.2018;31.12.9999
1902740;01.08.2018;31.12.9999
1902742;18.11.2013;31.12.9999
1902744;01.05.2008;31.12.9999
1902744;01.10.2020;31.12.9999
1902747;01.10.2020;31.12.9999
1902750;01.10.2020;31.12.9999
1902753;01.10.2020;31.12.9999
