rp,tn
70,611013
70,611016
70,611017
70,611019
70,611020
70,611021
70,611022
70,611023
70,611024
70,611025
70,611026
70,611027
70,611028
70,611029
70,611030
70,611031
70,611032
70,611033
70,611035
70,611036
70,611037
70,611038
70,611040
70,611041
70,611042
70,611043
70,611044
70,611045
70,611046
70,611047
70,611049
,611050
70,611050
,611051
70,611051
70,611052
70,611054
70,611055
70,611056
70,611057
70,611058
70,611059
70,611060
70,611061
70,611063
70,611064
70,611069
70,611070
70,611071
70,611072
70,611073
70,611074
70,611075
70,611077
70,611078
70,611079
70,611081
70,611083
70,611084
70,611085
70,611086
70,611087
70,611088
70,611089
70,611090
70,611093
70,611094
70,611095
70,611096
70,611097
70,611098
70,611099
70,611100
70,611101
70,611102
70,611103
70,611104
70,611105
70,611106
70,611107
70,611108
70,611109
70,611110
70,611111
70,611112
70,611113
70,611114
70,611115
70,611116
70,611117
70,611118
70,611119
70,611120
70,611121
70,611122
70,611127
70,611128
70,611129
70,611130
70,611131
70,611133
70,611134
70,611135
70,611136
70,611137
70,611138
70,611140
70,611141
70,611142
70,611143
70,611144
70,611145
70,611146
70,611148
70,611149
70,611150
70,611151
70,611152
70,611153
70,611154
70,611156
70,611158
70,611160
70,611161
70,611162
70,611163
70,611164
70,611165
70,611167
70,611168
70,611169
70,611170
70,611172
70,611173
70,611175
70,611176
70,611177
70,611179
70,611180
70,611181
70,611182
70,611183
70,611184
70,611185
70,611186
70,611187
70,611188
70,611189
70,611190
70,611193
70,611194
70,611196
70,611197
70,611198
70,611200
70,611201
70,611202
70,611203
70,611205
70,611206
70,611207
70,611208
70,611209
70,611210
70,611212
70,611214
70,611215
70,611216
70,611217
70,611218
70,611219
70,611220
70,611221
70,611222
70,611223
70,611224
70,611225
70,611226
70,611228
70,611229
70,611230
70,611233
70,611235
70,611236
70,611237
70,611238
70,611240
70,611241
70,611242
70,611243
70,611244
70,611245
70,611246
70,611247
70,611249
70,611250
70,611251
70,611252
70,611253
70,611255
70,611256
70,611257
70,611259
70,611260
70,611261
70,611263
70,611264
70,611265
70,611266
70,611267
70,611268
70,611269
70,611270
70,611272
70,611273
70,611274
70,611276
70,611277
70,611279
70,611280
70,611281
70,611282
70,611284
70,611285
70,611286
70,611289
70,611290
70,611291
70,611292
70,611293
70,611296
70,611297
70,611298
70,611299
70,611300
70,611301
70,611302
70,611303
70,611304
70,611305
70,611306
70,611307
70,611309
70,611310
70,611311
70,611313
70,611314
70,611315
70,611316
70,611317
70,611320
70,611321
70,611322
70,611325
70,611326
70,611327
70,611330
70,611331
70,611332
70,611333
70,611334
70,611335
70,611336
70,611337
70,611338
70,611339
70,611341
70,611342
70,611343
70,611344
70,611346
70,611347
70,611348
70,611349
70,611350
70,611351
70,611353
70,611354
70,611355
70,611356
70,611357
70,611358
70,611359
70,611360
70,611361
70,611362
70,611364
70,611365
70,611366
70,611368
70,611369
70,611370
70,611371
70,611372
70,611373
70,611374
70,611375
70,611376
70,611377
70,611378
70,611379
70,611381
70,611382
70,611383
70,611384
70,611385
70,611386
70,611387
70,611388
70,611389
70,611391
70,611392
70,611393
70,611395
70,611396
70,611397
70,611398
70,611400
70,611401
70,611402
70,611403
70,611404
70,611405
70,611406
70,611407
70,611412
70,611413
70,611414
70,611415
70,611416
70,611417
70,611418
70,611419
70,611420
70,611422
70,611423
70,611424
70,611425
70,611426
70,611427
70,611428
70,611429
70,611430
70,611431
70,611432
70,611433
70,611434
70,611437
70,611438
70,611439
70,611440
70,611442
70,611443
70,611444
70,611445
70,611447
70,611448
70,611449
70,611450
70,611451
70,611452
70,611453
70,611454
70,611455
70,611457
70,611458
70,611459
70,611460
70,611461
70,611463
70,611464
70,611465
70,611469
70,611470
70,611471
70,611473
70,611474
70,611475
70,611476
70,611477
70,611478
70,611479
70,611480
70,611481
70,611482
70,611483
70,611484
70,611487
70,611488
70,611489
70,611490
70,611492
70,611493
70,611494
70,611495
70,611496
70,611497
70,611498
70,611499
70,611500
70,611502
70,611503
70,611507
70,611509
70,611512
70,611513
70,611514
70,611518
70,611519
70,611520
70,611521
70,611522
70,611523
70,611524
70,611525
70,611526
70,611527
70,611528
70,611529
70,611530
70,611532
70,611533
70,611534
70,611535
70,611536
70,611537
70,611538
70,611539
70,611541
70,611542
70,611543
70,611544
70,611546
70,611547
70,611548
70,611550
70,611551
70,611552
70,611553
70,611554
70,611555
70,611556
70,611557
70,611559
70,611560
70,611561
70,611562
70,611564
70,611565
70,611566
70,611567
70,611568
70,611570
70,611571
70,611572
70,611574
70,611575
70,611576
70,611577
70,611578
70,611579
70,611580
70,611581
70,611582
70,611583
70,611584
70,611585
70,611586
70,611587
70,611589
70,611590
70,611593
70,611594
70,611595
70,611596
70,611597
70,611598
70,611599
70,611600
70,611603
70,611604
70,611605
70,611606
70,611607
70,611608
70,611610
70,611611
70,611612
70,611613
70,611614
70,611615
70,611616
70,611617
70,611620
70,611621
70,611622
70,611623
70,611624
70,611627
70,611628
70,611629
70,611630
70,611631
70,611632
70,611635
70,611636
70,611637
70,611638
70,611639
70,611640
70,611641
70,611642
70,611643
70,611644
70,611645
70,611647
70,611648
70,611649
70,611650
70,611651
70,611652
70,611653
70,611655
70,611656
70,611657
70,611658
70,611659
70,611660
70,611661
70,611662
70,611663
70,611666
70,611667
70,611669
,611670
70,611670
70,611671
70,611672
70,611673
70,611674
70,611675
70,611676
70,611678
70,611679
70,611680
70,611681
70,611683
70,611684
70,611685
70,611687
70,611688
70,611689
70,611690
70,611691
70,611692
70,611693
70,611694
70,611695
70,611696
70,611697
70,611699
70,611700
70,611701
70,611702
70,611703
70,611704
70,611705
70,611706
70,611707
70,611709
70,611710
70,611711
70,611712
70,611713
70,611715
70,611716
70,611717
70,611718
70,611720
70,611723
70,611724
70,611725
70,611726
70,611727
70,611728
70,611729
70,611730
70,611731
70,611732
70,611736
70,611737
70,611739
70,611741
70,611742
70,611744
70,611746
70,611747
70,611748
70,611749
70,611751
70,611752
70,611754
70,611755
70,611756
70,611757
70,611758
70,611759
70,611760
70,611761
70,611762
70,611763
70,611764
70,611765
70,611766
70,611767
70,611768
70,611769
70,611770
70,611772
70,611773
70,611775
70,611776
70,611777
70,611778
70,611780
70,611781
70,611782
70,611783
70,611785
70,611786
70,611787
70,611788
70,611789
70,611790
70,611794
70,611795
70,611796
70,611798
70,611799
70,611801
70,611802
70,611804
70,611807
70,611810
70,611812
70,611814
70,611815
70,611816
70,611817
70,611818
70,611819
70,611820
70,611822
70,611823
70,611824
70,611825
70,611826
70,611828
70,611831
70,611832
70,611833
70,611834
70,611835
70,611836
70,611837
70,611838
70,611839
70,611840
70,611841
70,611842
70,611843
70,611844
70,611846
70,611847
70,611848
70,611849
70,611850
70,611851
70,611852
70,611853
70,611854
70,611855
70,611856
70,611857
70,611858
70,611859
70,611860
70,611861
70,611862
70,611865
70,611866
70,611868
70,611870
70,611871
70,611873
70,611875
70,611876
70,611877
70,611878
70,611879
70,611880
70,611881
70,611882
70,611883
70,611884
70,611887
70,611888
70,611890
70,611892
70,611893
70,611895
70,611896
70,611898
70,611899
70,611901
70,611903
70,611905
70,611906
70,611908
70,611909
70,611910
70,611911
70,611912
70,611913
70,611914
70,611915
70,611917
70,611918
70,611921
70,611922
70,611923
70,611924
70,611925
70,611926
70,611927
70,611929
70,611930
70,611931
70,611932
70,611933
70,611934
70,611935
70,611936
70,611937
70,611938
70,611939
70,611940
70,611941
70,611942
70,611943
70,611944
,611945
70,611945
70,611946
70,611948
70,611949
70,611950
70,611952
70,611953
70,611954
70,611955
70,611956
70,611957
70,611958
70,611959
70,611961
70,611962
70,611963
70,611964
70,611965
70,611967
70,611969
70,611970
70,611971
70,611973
70,611974
70,611975
70,611976
70,611977
70,611978
70,611979
70,611980
70,611981
70,611982
70,611983
70,611985
70,611988
70,611989
70,611990
70,611991
70,611994
70,611997
70,611998
70,611999
70,612000
70,612001
70,612002
70,612003
70,612004
70,612005
70,612006
70,612007
70,612008
70,612009
70,612010
70,612011
70,612012
70,612013
70,612014
70,612015
70,612016
70,612017
70,612020
70,612021
70,612022
70,612023
70,612024
70,612026
70,612027
70,612028
70,612029
70,612030
70,612032
70,612033
70,612036
70,612037
70,612038
70,612039
70,612040
70,612043
70,612044
70,612045
70,612046
70,612048
70,612049
70,612050
70,612051
70,612052
,612054
70,612054
70,612055
70,612056
70,612058
70,612060
70,612061
70,612062
70,612063
70,612064
70,612065
70,612066
70,612067
70,612068
70,612069
70,612070
70,612071
70,612073
70,612074
70,612076
70,612077
70,612078
70,612079
70,612080
70,612081
70,612082
70,612083
70,612084
70,612085
70,612086
70,612087
70,612089
70,612090
70,612092
70,612093
70,612094
70,612096
70,612097
70,612100
70,612103
70,612105
70,612106
70,612107
70,612109
70,612110
70,612111
70,612112
70,612113
70,612114
70,612115
70,612116
70,612117
70,612119
70,612120
70,612121
70,612122
70,612123
70,612124
70,612125
70,612126
70,612128
70,612129
70,612131
70,612132
70,612133
70,612135
70,612136
70,612137
70,612138
70,612141
70,612144
70,612145
70,612146
70,612147
70,612148
70,612149
70,612150
70,612151
70,612152
70,612153
70,612154
70,612155
70,612156
70,612157
70,612158
70,612159
70,612160
70,612162
70,612163
70,612164
70,612165
70,612168
70,612169
70,612170
70,612171
70,612172
70,612174
70,612176
70,612178
70,612179
70,612180
70,612182
70,612183
70,612184
70,612185
70,612186
70,612187
70,612188
70,612189
70,612190
70,612192
70,612193
70,612195
70,612196
70,612197
70,612201
70,612202
70,612203
70,612204
70,612205
70,612206
70,612207
70,612208
70,612210
70,612212
70,612213
70,612214
70,612215
70,612217
70,612218
70,612219
70,612220
70,612222
70,612225
70,612227
70,612229
70,612230
70,612231
70,612233
70,612236
70,612237
70,612239
70,612240
70,612241
70,612242
70,612244
70,612245
70,612246
70,612247
70,612248
70,612249
70,612251
70,612252
70,612253
70,612254
70,612255
70,612256
70,612257
70,612258
70,612259
70,612261
70,612263
70,612264
70,612266
70,612267
70,612268
70,612269
70,612270
70,612271
70,612272
70,612273
70,612274
70,612275
70,612276
70,612278
70,612279
70,612280
70,612281
70,612282
70,612283
70,612285
70,612286
70,612288
70,612289
70,612290
70,612291
70,612293
70,612295
70,612298
70,612299
70,612300
70,612301
70,612302
70,612303
70,612304
70,612305
70,612306
70,612308
70,612309
70,612310
70,612311
70,612312
70,612313
70,612314
70,612318
70,612319
70,612320
70,612321
70,612322
70,612324
70,612325
70,612326
70,612327
70,612328
70,612329
70,612330
70,612331
70,612333
70,612334
70,612335
70,612336
70,612338
70,612339
70,612340
70,612342
70,612344
70,612345
70,612346
70,612347
70,612349
70,612350
70,612352
70,612354
70,612355
70,612356
70,612357
70,612358
70,612360
70,612361
70,612363
70,612364
70,612365
70,612366
70,612367
70,612368
70,612369
70,612371
70,612372
70,612373
70,612375
70,612376
70,612377
70,612379
70,612380
70,612381
70,612382
70,612383
70,612384
70,612388
70,612389
70,612390
70,612391
70,612392
70,612393
70,612394
70,612396
70,612397
70,612398
70,612400
70,612401
70,612403
70,612404
70,612405
70,612406
70,612408
70,612409
70,612411
70,612412
70,612413
70,612414
70,612417
70,612418
70,612420
70,612421
70,612423
70,612425
70,612428
70,612430
70,612431
70,612432
70,612433
70,612434
70,612435
70,612438
70,612439
70,612440
70,612441
70,612442
70,612443
70,612444
70,612445
70,612446
70,612448
70,612449
70,612450
70,612453
70,612454
70,612455
70,612456
70,612459
70,612460
70,612462
70,612464
70,612466
70,612467
70,612469
70,612471
70,612472
70,612475
70,612478
70,612479
70,612480
70,612481
70,612482
70,612483
70,612485
70,612486
70,612487
70,612488
70,612489
70,612490
70,612491
70,612492
70,612493
70,612494
70,612495
70,612496
70,612498
70,612499
70,612500
70,612501
70,612502
70,612503
70,612505
70,612508
70,612510
70,612511
70,612512
70,612513
70,612514
70,612515
70,612517
70,612518
70,612519
70,612520
70,612521
70,612522
70,612523
70,612524
70,612525
70,612526
70,612527
70,612528
70,612530
70,612532
70,612533
70,612535
70,612536
70,612537
70,612538
70,612540
70,612542
70,612543
70,612544
70,612545
70,612547
70,612548
70,612549
70,612550
70,612551
70,612552
70,612553
70,612554
70,612555
70,612556
70,612557
70,612560
70,612561
70,612562
70,612563
70,612564
70,612566
70,612569
70,612570
70,612571
70,612572
70,612573
70,612574
70,612576
70,612578
70,612579
70,612580
70,612582
70,612583
70,612584
70,612585
70,612586
70,612587
70,612589
70,612590
70,612591
70,612592
70,612593
70,612594
70,612596
70,612597
70,612598
70,612599
70,612600
70,612601
70,612602
70,612604
70,612605
70,612606
70,612607
70,612608
70,612609
70,612610
70,612611
70,612612
70,612613
70,612614
70,612615
70,612616
70,612617
70,612618
70,612619
70,612620
70,612621
70,612622
70,612623
70,612625
70,612626
70,612627
70,612628
70,612629
70,612630
70,612631
70,612633
70,612634
70,612635
70,612636
70,612637
70,612638
70,612639
70,612640
70,612641
70,612642
70,612643
70,612644
70,612645
70,612646
70,612649
70,612650
70,612653
70,612654
70,612655
70,612657
70,612658
70,612660
70,612661
70,612662
70,612663
70,612664
70,612665
70,612667
70,612670
70,612671
70,612672
70,612673
70,612674
70,612675
70,612676
70,612677
70,612678
70,612679
70,612681
70,612683
70,612684
70,612685
70,612687
70,612688
70,612689
70,612691
70,612693
70,612694
70,612696
70,612698
70,612701
70,612702
70,612704
70,612705
70,612706
70,612707
70,612708
70,612709
70,612711
70,612712
70,612713
70,612715
70,612716
70,612717
70,612719
70,612720
70,612721
70,612722
70,612723
70,612724
70,612726
70,612727
70,612728
70,612730
70,612731
70,612732
70,612733
70,612734
70,612735
70,612736
70,612737
70,612739
70,612740
70,612741
70,612742
70,612743
70,612744
70,612745
70,612747
70,612748
70,612750
70,612751
70,612752
70,612753
70,612754
70,612756
70,612757
70,612758
70,612759
70,612762
70,612763
70,612764
70,612765
70,612766
70,612767
70,612768
70,612769
70,612770
70,612771
70,612772
70,612773
70,612774
70,612775
70,612778
70,612781
70,612782
70,612783
70,612784
70,612785
70,612786
70,612787
70,612788
70,612789
70,612790
70,612791
70,612792
70,612793
70,612794
70,612795
70,612796
70,612797
70,612798
70,612800
70,612801
70,612802
70,612803
,612804
70,612804
70,612805
70,612806
70,612807
70,612808
70,612809
70,612810
70,612811
70,612812
70,612813
70,612814
70,612815
70,612817
70,612818
70,612819
70,612820
70,612821
70,612822
70,612824
70,612825
70,612826
70,612827
70,612828
70,612829
70,612830
70,612831
70,612832
70,612833
70,612835
70,612836
70,612837
70,612838
70,612839
70,612840
70,612841
70,612842
70,612843
70,612844
70,612845
70,612846
70,612847
70,612848
70,612849
70,612850
70,612851
70,612852
70,612854
70,612855
70,612856
70,612857
70,612858
70,612859
70,612860
70,612861
70,612862
70,612863
70,612864
70,612865
70,612866
70,612867
70,612868
70,612869
70,612870
70,612871
70,612872
70,612873
70,612874
70,612876
70,612877
70,612878
70,612881
70,612882
70,612883
70,612884
70,612886
70,612887
70,612888
70,612889
70,612890
70,612891
70,612892
70,612894
70,612895
70,612896
70,612898
70,612899
70,612900
70,612901
70,612903
70,612904
70,612905
70,612906
70,612907
70,612908
70,612911
70,612912
70,612913
70,612914
70,612915
70,612916
70,612917
70,612918
70,612919
70,612920
70,612921
70,612924
70,612925
70,612930
70,612931
70,612932
70,612933
70,612934
70,612935
70,612936
70,612939
70,612940
70,612941
70,612942
70,612945
70,612947
70,612948
70,612949
70,612950
70,612951
70,612952
70,612953
70,612954
70,612956
70,612957
70,612958
70,612959
70,612960
70,612962
70,612963
70,612966
70,612967
70,612968
70,612969
70,612971
70,612972
70,612973
70,612974
70,612975
70,612977
70,612978
70,612979
70,612980
70,612981
70,612982
70,612983
70,612984
70,612985
70,612986
70,612987
70,612988
70,612989
70,612990
70,612991
70,612992
70,612994
70,612995
70,612996
70,612997
70,612998
70,612999
70,613000
70,613001
70,613002
70,613003
70,613004
70,613005
70,613006
70,613007
70,613008
70,613009
70,613010
70,613011
70,613012
70,613014
70,613015
70,613016
70,613017
70,613018
70,613019
70,613020
70,613021
70,613023
70,613024
70,613025
70,613026
70,613027
70,613028
70,613029
70,613030
70,613033
70,613034
70,613035
70,613036
70,613037
70,613038
70,613039
70,613040
70,613041
70,613042
70,613043
70,613044
70,613045
70,613047
70,613048
70,613051
70,613053
70,613055
70,613056
70,613058
70,613059
70,613060
70,613062
70,613063
70,613064
70,613065
70,613066
70,613067
70,613068
70,613069
70,613070
70,613071
70,613072
70,613074
70,613075
70,613076
70,613077
70,613078
70,613079
70,613080
70,613081
70,613082
70,613085
70,613086
70,613087
70,613089
70,613090
70,613092
70,613094
70,613095
70,613096
70,613098
70,613099
70,613100
70,613101
70,613103
70,613104
70,613107
70,613108
70,613109
70,613110
70,613111
70,613112
70,613113
70,613114
70,613115
70,613116
70,613118
70,613119
70,613123
70,613124
70,613125
70,613126
70,613127
70,613129
70,613130
70,613131
70,613132
70,613133
70,613134
70,613135
70,613137
70,613138
70,613139
70,613140
70,613141
70,613142
70,613143
70,613144
70,613145
70,613146
70,613149
70,613150
70,613151
70,613152
70,613153
70,613156
70,613158
70,613162
70,613163
70,613164
70,613165
70,613166
70,613167
70,613168
70,613169
70,613170
70,613171
70,613172
70,613174
70,613175
70,613176
70,613177
70,613178
70,613179
70,613180
70,613181
70,613182
70,613183
70,613184
70,613185
70,613186
70,613187
70,613188
70,613189
70,613190
70,613191
70,613192
70,613193
70,613194
70,613195
70,613196
70,613198
70,613199
70,613201
70,613203
70,613204
70,613205
70,613206
70,613207
70,613208
70,613209
70,613210
70,613211
70,613212
70,613213
70,613214
70,613216
70,613219
70,613220
70,613221
70,613222
70,613223
70,613224
70,613225
70,613226
70,613227
70,613228
70,613229
70,613230
70,613231
70,613232
70,613234
70,613235
70,613236
70,613238
70,613239
70,613240
70,613242
70,613243
70,613244
70,613245
70,613246
70,613247
70,613248
70,613249
70,613250
70,613251
70,613252
70,613253
70,613254
70,613255
70,613257
70,613258
70,613259
70,613260
70,613261
70,613262
70,613263
70,613264
70,613268
70,613269
70,613272
70,613273
70,613274
70,613275
70,613276
70,613277
70,613278
70,613279
70,613280
70,613281
70,613282
70,613283
70,613286
70,613288
70,613289
70,613290
70,613291
70,613292
70,613293
70,613295
70,613296
70,613299
70,613300
70,613301
70,613302
70,613303
70,613304
70,613305
70,613306
70,613307
70,613308
70,613309
70,613310
70,613311
70,613313
70,613314
70,613315
70,613316
70,613317
70,613318
70,613319
70,613320
70,613321
70,613323
70,613324
70,613325
70,613326
70,613327
70,613328
70,613329
70,613330
70,613334
70,613335
70,613336
70,613337
70,613338
70,613339
70,613340
70,613341
70,613342
70,613343
70,613344
70,613346
70,613347
70,613348
70,613349
70,613350
70,613351
70,613352
70,613354
70,613355
70,613356
70,613357
70,613358
70,613359
70,613360
70,613362
70,613364
70,613365
70,613366
70,613367
70,613368
70,613369
70,613370
70,613372
70,613374
70,613375
70,613376
70,613378
70,613379
70,613380
70,613381
70,613382
70,613383
70,613384
70,613385
70,613386
70,613387
70,613388
70,613389
70,613390
70,613391
70,613392
70,613393
70,613394
70,613395
70,613396
70,613397
70,613398
70,613400
70,613401
70,613404
70,613406
70,613407
70,613408
70,613409
70,613410
70,613411
70,613412
70,613413
70,613414
70,613415
70,613416
70,613417
70,613419
70,613420
70,613421
70,613422
70,613424
70,613425
70,613426
70,613427
70,613428
70,613429
70,613430
70,613431
70,613432
70,613433
70,613434
70,613435
70,613436
70,613437
70,613438
70,613440
70,613441
70,613442
70,613444
70,613445
70,613447
70,613448
70,613449
70,613451
70,613453
70,613454
70,613455
70,613456
70,613457
70,613458
70,613459
70,613460
70,613461
70,613462
70,613463
70,613464
70,613465
70,613466
70,613467
70,613468
70,613469
70,613470
70,613471
70,613473
70,613474
70,613475
70,613476
70,613479
70,613480
70,613482
70,613483
70,613484
70,613486
70,613487
70,613488
70,613489
70,613490
70,613491
70,613492
70,613493
70,613494
70,613495
70,613496
70,613498
70,613499
70,613501
70,613503
70,613504
70,613505
70,613506
70,613507
70,613508
70,613509
70,613510
70,613511
70,613512
70,613513
70,613514
70,613516
70,613517
70,613518
70,613520
70,613521
70,613522
70,613523
70,613525
70,613526
70,613527
70,613528
70,613529
70,613530
70,613531
70,613532
70,613533
70,613534
70,613535
70,613536
70,613539
70,613540
70,613541
70,613542
70,613543
70,613544
70,613545
70,613547
70,613548
70,613549
70,613550
70,613551
70,613552
70,613553
70,613555
70,613556
70,613557
70,613558
70,613559
70,613560
70,613561
70,613562
70,613563
70,613564
70,613565
70,613566
70,613568
70,613569
70,613570
70,613571
70,613572
70,613573
70,613575
70,613577
70,613578
70,613579
70,613580
70,613581
70,613583
70,613584
70,613585
70,613586
70,613587
70,613588
70,613589
70,613590
70,613591
70,613592
70,613593
70,613594
70,613596
70,613597
70,613598
70,613599
70,613601
70,613602
70,613603
70,613604
70,613605
70,613608
70,613609
70,613610
70,613611
70,613612
70,613613
70,613614
70,613615
70,613616
70,613618
70,613619
70,613620
70,613624
70,613625
70,613626
70,613627
70,613629
70,613630
70,613632
70,613633
70,613634
70,613635
70,613636
70,613638
70,613639
70,613641
70,613642
70,613643
70,613644
70,613645
70,613646
70,613647
70,613648
70,613649
70,613650
70,613651
70,613653
70,613656
70,613657
70,613658
70,613659
70,613660
70,613662
70,613664
70,613665
70,613666
70,613668
70,613669
70,613670
70,613671
70,613672
70,613673
70,613674
70,613675
70,613676
70,613677
70,613678
70,613679
70,613680
70,613681
70,613682
70,613683
70,613684
70,613685
70,613687
70,613688
70,613689
70,613690
70,613691
70,613692
70,613694
70,613695
70,613696
70,613697
70,613698
70,613700
70,613701
70,613702
70,613703
70,613704
70,613705
70,613706
70,613707
70,613708
70,613709
70,613710
70,613711
70,613712
70,613713
70,613714
70,613715
70,613717
70,613718
70,613719
70,613720
70,613721
70,613722
70,613724
70,613726
70,613727
70,613729
70,613730
70,613731
70,613732
70,613733
70,613734
70,613735
70,613736
70,613737
70,613738
70,613739
70,613740
70,613741
70,613742
70,613744
70,613745
70,613746
70,613749
70,613750
70,613751
70,613753
70,613754
70,613755
70,613756
70,613757
70,613758
70,613760
70,613761
70,613762
70,613764
70,613765
70,613766
70,613767
70,613768
70,613771
70,613773
70,613774
70,613776
70,613777
70,613778
70,613779
70,613780
70,613781
70,613782
70,613784
70,613785
70,613786
70,613787
70,613788
70,613789
70,613790
70,613793
70,613795
70,613796
70,613797
70,613799
70,613800
70,613801
70,613803
70,613804
70,613805
70,613807
70,613808
70,613809
70,613810
70,613811
70,613812
70,613813
70,613814
70,613815
70,613816
70,613817
70,613818
70,613819
70,613821
70,613822
70,613823
70,613824
70,613827
70,613828
70,613829
70,613830
70,613831
70,613832
70,613833
70,613834
70,613836
70,613837
70,613838
70,613839
70,613840
70,613842
70,613843
70,613844
70,613845
70,613846
70,613847
70,613849
70,613850
70,613851
70,613852
70,613853
70,613854
70,613855
70,613856
70,613857
70,613859
70,613860
70,613861
70,613862
70,613863
70,613865
70,613866
70,613870
70,613872
70,613874
70,613875
70,613876
70,613877
70,613878
,613879
70,613879
70,613880
70,613881
70,613883
70,613884
70,613886
70,613887
70,613888
70,613889
70,613891
70,613892
70,613893
70,613895
70,613896
70,613898
70,613899
70,613900
70,613901
70,613902
70,613903
70,613904
70,613907
70,613908
70,613909
70,613910
70,613911
70,613912
70,613913
70,613914
70,613915
70,613917
70,613918
70,613919
70,613921
70,613922
70,613923
70,613924
70,613925
70,613927
70,613928
70,613930
70,613931
70,613932
70,613933
70,613934
70,613935
70,613936
70,613937
70,613938
70,613940
70,613941
70,613942
70,613944
70,613945
70,613946
70,613947
70,613951
70,613952
70,613953
70,613954
70,613955
70,613956
70,613957
70,613958
70,613960
70,613962
70,613963
70,613964
70,613965
70,613966
70,613967
70,613968
70,613969
70,613970
70,613971
70,613972
70,613974
70,613975
70,613976
70,613977
70,613979
70,613980
70,613982
70,613983
70,613984
70,613985
70,613987
70,613988
70,613989
70,613990
70,613992
70,613993
70,613994
70,613995
70,613996
70,613997
70,613998
70,613999
70,614001
70,614002
70,614003
70,614004
70,614005
70,614006
70,614007
70,614008
70,614009
70,614011
70,614012
70,614015
70,614016
70,614017
70,614018
70,614019
70,614020
70,614021
70,614022
70,614024
70,614025
70,614026
70,614027
70,614028
70,614029
70,614030
70,614031
70,614032
70,614033
70,614035
70,614037
70,614038
70,614039
70,614040
70,614042
70,614043
70,614044
70,614045
70,614046
70,614047
70,614048
70,614049
70,614050
70,614051
70,614053
70,614054
70,614055
70,614056
70,614057
70,614058
70,614060
70,614062
70,614064
70,614066
70,614067
70,614069
70,614070
70,614071
70,614072
70,614073
70,614075
70,614078
70,614080
70,614081
70,614082
70,614083
70,614084
70,614085
70,614086
70,614089
70,614090
70,614091
70,614092
70,614093
70,614094
70,614095
70,614097
70,614099
70,614100
70,614101
70,614102
70,614103
70,614104
70,614107
70,614109
70,614111
70,614112
70,614115
70,614116
70,614117
70,614118
70,614119
70,614120
70,614121
70,614122
70,614123
70,614124
70,614125
70,614126
70,614128
70,614129
70,614130
70,614133
70,614134
70,614135
70,614136
70,614137
70,614138
70,614139
70,614140
70,614142
70,614143
70,614144
70,614145
70,614146
70,614147
70,614148
70,614149
70,614150
70,614152
70,614153
70,614154
70,614155
70,614156
70,614157
70,614158
70,614159
70,614160
70,614162
70,614163
70,614164
70,614165
70,614166
70,614167
70,614168
70,614169
70,614170
70,614171
70,614172
70,614174
70,614175
70,614176
70,614177
70,614178
70,614179
70,614180
70,614182
70,614184
70,614185
70,614186
70,614187
70,614188
70,614189
70,614190
70,614191
70,614192
70,614193
70,614195
70,614196
70,614197
70,614198
70,614199
70,614200
70,614201
70,614202
70,614203
70,614204
70,614205
70,614206
70,614207
70,614208
70,614209
70,614210
70,614211
70,614212
70,614214
70,614215
70,614216
70,614218
70,614219
70,614221
70,614226
70,614227
70,614228
70,614229
70,614234
70,614237
70,614238
70,614239
70,614240
70,614241
70,614243
70,614244
70,614245
70,614246
70,614247
70,614248
70,614252
70,614253
70,614255
70,614258
70,614259
70,614261
70,614263
70,614264
70,614265
70,614267
70,614268
70,614270
70,614273
70,614277
70,614278
70,614279
70,614282
70,614283
70,614287
70,614288
70,614289
70,614290
70,614293
70,614296
70,614299
70,614301
70,614303
70,614304
70,614305
70,614308
70,614309
70,614311
70,614312
70,614313
70,614314
70,614315
70,614318
70,614319
70,614321
70,614323
70,614324
70,614325
70,614326
70,614327
70,614328
70,614330
70,614331
70,614332
70,614333
70,614334
70,614335
70,614336
70,614337
70,614338
70,614339
70,614340
70,614341
70,614343
70,614344
70,614345
70,614346
70,614347
70,614348
70,614349
70,614350
70,614351
70,614352
70,614353
70,614354
70,614355
70,614356
70,614357
70,614358
70,614359
70,614360
70,614363
70,614364
70,614365
70,614366
70,614367
70,614368
70,614370
70,614371
70,614380
70,614384
70,614385
70,614386
70,614388
70,614389
70,614390
70,614391
70,614392
70,614393
70,614394
70,614395
70,614396
70,614397
70,614398
70,614399
70,614400
70,614402
70,614403
70,614404
70,614406
70,614407
70,614411
70,614412
70,614413
70,614414
70,614415
70,614418
70,614419
70,614420
70,614421
70,614422
70,614424
70,614426
70,614429
70,614431
70,614432
70,614433
70,614434
70,614435
70,614436
70,614437
70,614439
70,614441
70,614442
70,614443
70,614444
70,614445
70,614446
70,614447
70,614448
70,614449
70,614450
70,614451
70,614452
70,614453
70,614455
70,614458
70,614459
70,614461
70,614462
70,614464
70,614465
70,614466
70,614468
70,614470
70,614472
70,614473
70,614474
70,614475
70,614477
70,614482
70,614483
70,614486
70,614488
70,614490
70,614492
70,614493
70,614494
70,614495
70,614496
70,614497
70,614498
70,614499
70,614501
70,614503
70,614504
70,614506
70,614507
70,614508
70,614509
70,614510
70,614514
70,614515
70,614516
70,614518
70,614519
70,614520
70,614521
70,614522
70,614523
70,614525
70,614527
70,614528
70,614529
70,614531
70,614532
70,614533
