rp,tn
70,606863
70,606864
70,606865
70,606866
70,606867
70,606868
70,606869
70,606870
70,606871
70,606872
70,606873
70,606874
70,606875
70,606877
70,606878
70,606879
70,606880
70,606881
70,606882
70,606883
70,606885
70,606886
70,606887
70,606888
70,606890
70,606891
70,606892
70,606894
70,606896
70,606898
70,606899
70,606900
70,606901
70,606902
70,606905
70,606906
70,606909
70,606910
70,606911
70,606913
70,606915
70,606916
70,606918
70,606919
70,606920
70,606922
70,606924
70,606926
70,606927
70,606929
70,606931
70,606932
70,606933
70,606934
70,606935
70,606936
70,606937
70,606938
70,606939
70,606941
70,606942
70,606943
70,606944
70,606945
70,606946
70,606947
70,606948
70,606950
70,606952
70,606953
70,606954
70,606955
70,606956
70,606958
70,606960
70,606961
70,606962
70,606963
70,606964
70,606965
70,606966
70,606968
70,606969
70,606970
70,606973
70,606975
70,606976
70,606977
70,606980
70,606981
70,606983
70,606984
70,606985
70,606987
70,606988
70,606989
70,606990
70,606991
70,606992
70,606993
70,606995
70,606996
70,606997
70,606998
70,607001
70,607002
70,607003
70,607004
70,607007
70,607009
70,607010
70,607012
70,607013
70,607014
70,607015
70,607016
70,607017
70,607020
70,607021
70,607022
70,607023
70,607024
70,607025
70,607026
70,607027
70,607028
70,607029
70,607030
70,607031
70,607032
70,607034
70,607036
70,607037
70,607038
70,607039
70,607040
70,607043
70,607044
70,607045
70,607047
70,607048
70,607049
70,607050
70,607052
70,607053
70,607054
70,607055
70,607056
70,607057
70,607058
70,607060
70,607061
70,607062
70,607065
70,607066
70,607068
70,607070
70,607071
70,607072
70,607073
70,607074
70,607078
70,607079
70,607082
70,607084
70,607085
70,607089
70,607090
70,607091
70,607092
70,607094
70,607096
70,607098
70,607100
70,607102
70,607103
70,607104
70,607105
70,607106
70,607108
70,607109
70,607110
70,607112
70,607113
70,607115
70,607116
70,607117
70,607118
70,607122
70,607123
70,607124
70,607125
70,607126
70,607128
70,607130
70,607132
70,607133
70,607136
70,607137
70,607140
70,607142
70,607144
70,607146
70,607147
70,607148
70,607149
70,607150
70,607151
70,607152
70,607153
70,607154
70,607155
70,607156
70,607158
70,607159
70,607161
70,607162
70,607163
70,607164
70,607166
70,607169
70,607170
70,607171
70,607173
70,607174
70,607175
70,607178
70,607179
70,607180
70,607181
70,607182
70,607185
70,607186
70,607187
70,607188
70,607190
70,607191
70,607192
70,607193
70,607194
70,607195
70,607198
70,607199
70,607200
70,607201
70,607203
70,607204
70,607206
70,607207
70,607208
70,607209
70,607210
70,607212
70,607213
70,607214
70,607216
70,607217
70,607219
70,607221
70,607222
70,607223
70,607225
70,607227
70,607229
70,607230
70,607231
70,607232
70,607233
70,607235
70,607236
70,607237
70,607238
70,607239
70,607240
70,607242
70,607244
70,607245
70,607249
70,607250
70,607251
70,607252
70,607254
70,607255
70,607257
70,607259
70,607260
70,607261
70,607263
70,607264
70,607265
70,607266
70,607267
70,607269
70,607270
70,607271
70,607272
70,607273
70,607274
70,607275
70,607276
70,607277
70,607279
70,607280
70,607281
70,607282
70,607283
70,607284
70,607285
70,607286
70,607287
70,607288
70,607289
70,607290
70,607291
70,607292
70,607293
70,607294
70,607296
70,607297
70,607298
70,607299
70,607300
70,607301
70,607303
70,607304
70,607305
70,607306
70,607307
70,607308
70,607309
70,607310
70,607311
70,607313
70,607315
70,607317
70,607318
70,607319
70,607321
70,607323
70,607324
70,607325
70,607326
70,607327
70,607328
70,607329
70,607330
70,607333
70,607335
70,607336
70,607337
70,607340
70,607342
70,607345
70,607346
70,607347
70,607350
70,607351
70,607352
70,607353
70,607357
70,607359
70,607360
70,607361
70,607362
70,607365
70,607366
70,607368
70,607369
70,607370
70,607371
70,607374
70,607375
70,607376
70,607378
70,607380
70,607381
70,607383
70,607387
70,607388
70,607389
70,607390
70,607391
70,607392
70,607393
70,607394
70,607396
70,607397
70,607400
70,607401
70,607403
70,607404
70,607406
70,607407
70,607408
70,607409
70,607410
70,607412
70,607413
70,607414
70,607415
70,607416
70,607417
70,607418
70,607419
70,607420
70,607421
70,607422
70,607423
70,607425
70,607428
70,607429
70,607430
70,607431
70,607432
70,607433
70,607435
70,607436
70,607437
70,607438
70,607439
70,607440
70,607441
70,607443
70,607444
70,607445
70,607446
70,607447
70,607448
70,607449
70,607450
70,607454
70,607455
70,607456
70,607457
70,607458
70,607459
70,607461
70,607462
70,607463
70,607464
70,607465
70,607466
70,607467
70,607468
70,607470
70,607471
70,607472
70,607473
70,607474
70,607475
70,607478
70,607479
70,607480
70,607482
70,607484
70,607487
70,607489
70,607490
70,607493
70,607494
70,607495
70,607496
70,607497
70,607498
70,607500
70,607501
70,607503
70,607506
70,607507
70,607508
70,607509
70,607510
70,607511
70,607512
70,607513
70,607514
70,607515
70,607516
70,607517
70,607518
70,607519
70,607520
70,607522
70,607523
70,607526
70,607527
70,607528
70,607529
70,607530
70,607532
70,607533
70,607537
70,607539
70,607540
70,607541
70,607542
70,607543
70,607544
70,607546
70,607547
70,607548
70,607549
70,607552
70,607553
70,607554
70,607555
70,607556
70,607557
70,607558
70,607560
70,607561
70,607562
70,607563
70,607564
70,607565
70,607566
70,607568
70,607569
70,607571
70,607572
70,607575
70,607577
70,607579
70,607580
70,607582
70,607583
70,607584
70,607585
70,607586
70,607588
70,607590
70,607592
70,607593
70,607594
70,607595
70,607596
70,607597
70,607598
70,607601
70,607602
70,607603
70,607604
70,607605
70,607606
70,607607
70,607608
70,607609
70,607611
70,607613
70,607614
70,607615
70,607616
70,607617
70,607619
70,607620
70,607621
70,607622
70,607623
70,607624
70,607625
70,607626
70,607627
70,607629
70,607632
70,607633
70,607634
70,607635
70,607636
70,607637
70,607639
70,607641
70,607643
70,607644
70,607645
70,607647
70,607650
70,607651
70,607653
70,607654
70,607655
70,607657
70,607658
70,607659
70,607660
70,607662
70,607663
70,607666
70,607667
70,607668
70,607669
70,607670
70,607672
70,607673
70,607674
70,607675
70,607679
70,607680
70,607682
70,607683
70,607688
70,607689
70,607690
70,607694
70,607696
70,607697
70,607698
70,607699
70,607700
70,607702
70,607703
70,607704
70,607705
70,607708
70,607709
70,607710
70,607711
70,607715
70,607716
70,607717
70,607718
70,607720
70,607721
70,607723
70,607725
70,607726
70,607727
70,607728
70,607729
70,607731
70,607732
70,607733
70,607735
70,607736
70,607737
70,607738
70,607739
70,607740
70,607741
70,607742
70,607743
70,607744
70,607745
70,607747
70,607749
70,607750
70,607751
70,607752
70,607753
70,607754
70,607755
70,607759
70,607760
70,607762
70,607763
70,607764
70,607765
70,607767
70,607769
70,607770
70,607772
70,607773
70,607774
70,607775
70,607776
70,607777
70,607779
70,607780
70,607782
70,607785
70,607790
70,607791
70,607795
70,607796
70,607797
70,607798
70,607799
70,607801
70,607802
70,607803
70,607804
70,607805
70,607806
70,607807
70,607808
70,607810
70,607811
70,607813
70,607814
70,607815
70,607816
70,607817
70,607818
70,607819
70,607820
70,607821
70,607822
70,607823
70,607825
70,607826
70,607829
70,607830
70,607831
70,607832
70,607833
70,607834
70,607835
70,607837
70,607838
70,607839
70,607840
70,607841
70,607842
70,607845
70,607846
70,607847
70,607849
70,607850
70,607851
70,607852
70,607853
70,607854
70,607855
70,607856
70,607857
70,607858
70,607859
70,607860
70,607862
70,607863
70,607865
70,607866
70,607867
70,607869
70,607870
70,607873
70,607874
,607875
70,607875
70,607876
70,607877
70,607878
70,607879
70,607880
70,607884
70,607885
70,607886
70,607887
70,607888
70,607890
70,607891
70,607893
70,607894
70,607895
70,607896
70,607897
70,607898
70,607899
70,607900
70,607901
70,607902
70,607904
70,607905
70,607906
70,607907
70,607908
70,607909
70,607910
70,607911
70,607912
70,607913
70,607914
70,607915
70,607916
70,607918
70,607919
70,607920
70,607921
70,607923
70,607926
70,607927
70,607928
70,607930
70,607931
70,607932
70,607933
70,607934
70,607935
70,607937
70,607938
70,607939
70,607940
70,607941
70,607942
70,607943
70,607944
70,607945
70,607946
70,607947
70,607948
70,607949
70,607951
70,607953
70,607954
70,607955
70,607956
70,607959
70,607961
70,607967
70,607970
70,607971
70,607972
70,607973
70,607974
70,607975
70,607976
70,607977
70,607978
70,607980
70,607981
70,607982
70,607983
70,607984
70,607985
70,607987
70,607988
70,607990
70,607992
70,607995
70,607996
70,607997
70,607998
70,607999
70,608000
70,608003
70,608004
70,608005
70,608006
70,608007
70,608008
70,608009
70,608010
70,608011
70,608012
70,608013
70,608014
70,608015
70,608016
70,608017
70,608018
70,608019
70,608020
70,608021
70,608022
70,608026
70,608029
70,608035
70,608037
70,608038
70,608039
70,608040
70,608042
70,608043
70,608044
70,608046
70,608047
70,608048
70,608049
70,608050
70,608051
70,608052
70,608055
70,608056
70,608057
70,608059
70,608060
70,608063
70,608066
70,608069
70,608071
70,608072
70,608073
70,608074
70,608077
70,608079
70,608080
70,608081
70,608082
70,608083
70,608085
70,608087
70,608088
70,608091
70,608092
70,608097
70,608098
70,608099
70,608100
70,608101
70,608102
70,608103
70,608105
70,608106
70,608107
70,608108
70,608109
70,608110
70,608111
70,608113
70,608114
70,608115
70,608116
70,608117
70,608118
70,608119
70,608120
70,608121
70,608123
70,608124
70,608125
70,608126
70,608130
70,608131
70,608132
70,608133
70,608134
70,608135
70,608136
70,608137
70,608138
70,608140
70,608141
70,608142
70,608143
70,608144
70,608147
70,608149
70,608150
70,608151
70,608152
70,608153
70,608157
70,608158
70,608159
70,608160
70,608161
70,608162
70,608163
70,608164
70,608165
70,608166
70,608167
70,608168
70,608169
70,608170
70,608171
70,608172
70,608173
70,608174
70,608176
70,608177
70,608178
70,608179
70,608180
70,608182
70,608184
70,608185
70,608186
70,608187
70,608189
70,608190
70,608191
70,608195
70,608196
70,608197
70,608198
70,608199
70,608201
70,608203
70,608204
70,608205
70,608206
70,608207
70,608208
70,608209
70,608211
70,608212
70,608215
70,608216
70,608217
70,608218
70,608219
70,608220
70,608221
70,608222
70,608224
70,608226
70,608227
70,608229
70,608230
70,608234
70,608236
70,608237
70,608238
70,608239
70,608240
70,608242
70,608244
70,608245
70,608246
70,608248
70,608249
70,608255
70,608257
70,608259
70,608260
70,608261
70,608263
70,608266
70,608267
70,608268
70,608269
70,608270
70,608271
70,608273
70,608274
70,608275
70,608276
70,608278
70,608282
70,608283
70,608284
70,608285
70,608286
70,608289
70,608290
70,608291
70,608293
70,608294
70,608296
70,608298
70,608300
70,608301
70,608302
70,608303
70,608305
70,608306
70,608308
70,608309
70,608310
70,608311
70,608312
70,608313
70,608314
70,608315
70,608316
70,608317
70,608318
70,608319
70,608320
70,608321
70,608322
70,608323
70,608325
70,608326
70,608327
70,608328
70,608329
70,608330
70,608333
70,608334
70,608335
70,608336
70,608337
70,608338
70,608339
70,608340
70,608341
70,608342
70,608357
70,608362
70,608364
70,608367
70,608368
70,608370
70,608371
70,608372
70,608373
70,608374
70,608377
70,608379
70,608381
70,608382
70,608383
70,608384
70,608385
70,608386
70,608388
70,608389
70,608392
70,608393
70,608394
70,608395
70,608396
70,608397
70,608398
70,608401
70,608402
70,608404
70,608405
70,608406
70,608407
70,608409
70,608411
70,608412
70,608413
70,608414
70,608415
70,608416
70,608417
70,608418
70,608419
70,608421
70,608422
70,608423
70,608425
70,608426
70,608428
70,608430
70,608431
70,608432
70,608434
70,608436
70,608439
70,608440
70,608441
70,608444
70,608446
70,608448
70,608449
70,608450
70,608451
70,608452
70,608453
70,608454
70,608455
70,608456
70,608457
70,608458
70,608459
70,608460
70,608461
70,608462
70,608463
70,608464
70,608465
70,608466
70,608467
70,608468
70,608470
70,608471
70,608472
70,608473
70,608474
70,608476
70,608477
70,608479
70,608481
70,608482
70,608483
70,608484
70,608485
70,608486
70,608487
70,608488
70,608490
70,608491
70,608492
70,608493
70,608494
70,608496
70,608497
70,608500
70,608501
70,608502
70,608503
70,608505
70,608506
70,608507
70,608508
70,608510
70,608511
70,608512
70,608513
70,608515
70,608518
70,608521
70,608522
70,608523
70,608524
70,608526
70,608528
70,608529
70,608531
70,608532
70,608533
70,608534
70,608536
70,608537
70,608540
70,608541
70,608542
70,608543
70,608546
70,608548
70,608549
70,608550
70,608551
70,608552
70,608553
70,608554
70,608555
70,608556
70,608557
70,608558
70,608559
70,608561
70,608562
70,608563
70,608564
70,608566
70,608568
70,608569
70,608570
70,608571
70,608572
70,608573
70,608574
70,608575
70,608576
70,608577
70,608578
70,608579
70,608581
70,608582
70,608583
70,608584
70,608585
70,608586
70,608587
70,608588
70,608589
70,608591
70,608592
70,608593
70,608596
70,608597
70,608599
70,608601
70,608602
70,608603
70,608605
70,608606
70,608608
70,608610
70,608613
,608614
70,608614
70,608617
70,608622
,608624
70,608624
70,608627
70,608629
70,608630
70,608631
70,608632
70,608634
70,608638
70,608639
70,608640
70,608641
70,608642
70,608643
70,608644
70,608645
70,608647
70,608648
70,608649
70,608650
70,608651
70,608652
70,608653
70,608654
70,608655
70,608656
70,608658
70,608659
70,608660
70,608662
70,608664
70,608665
70,608666
70,608667
70,608668
70,608670
70,608671
70,608672
70,608673
70,608674
70,608676
70,608677
70,608679
70,608680
70,608681
70,608682
70,608683
70,608684
70,608685
70,608686
70,608687
70,608688
70,608689
70,608690
70,608691
70,608692
70,608693
70,608694
70,608695
70,608696
70,608697
70,608698
70,608701
70,608704
70,608706
70,608707
70,608711
70,608712
70,608713
70,608714
70,608715
70,608716
70,608717
70,608719
70,608720
70,608721
70,608722
70,608723
70,608724
70,608725
70,608726
70,608728
70,608729
70,608730
70,608731
70,608732
70,608733
70,608735
70,608736
70,608737
70,608738
70,608739
70,608741
70,608742
70,608743
70,608744
70,608745
70,608746
70,608748
70,608749
70,608750
70,608751
70,608752
70,608754
70,608755
70,608756
70,608757
70,608758
70,608760
70,608761
70,608765
70,608766
70,608767
70,608768
70,608769
70,608770
70,608771
70,608772
70,608773
70,608774
70,608775
70,608776
70,608777
70,608779
70,608780
70,608782
70,608783
70,608784
,608786
70,608786
70,608787
70,608788
70,608790
70,608791
70,608792
70,608793
70,608794
70,608795
70,608796
70,608797
70,608798
70,608799
70,608801
70,608805
70,608806
70,608808
70,608809
70,608810
70,608811
70,608812
70,608813
70,608815
70,608816
70,608817
70,608818
70,608819
70,608820
70,608821
70,608822
70,608823
70,608824
70,608825
70,608826
70,608827
70,608830
70,608833
70,608834
70,608835
70,608838
70,608839
70,608840
70,608841
70,608842
70,608843
70,608845
70,608846
70,608848
70,608850
70,608851
70,608852
70,608854
70,608855
70,608856
70,608857
70,608858
70,608859
70,608860
70,608861
70,608862
70,608867
70,608868
70,608869
70,608871
70,608872
70,608873
70,608874
70,608876
70,608877
70,608878
70,608879
70,608886
70,608888
70,608889
70,608890
70,608893
70,608895
70,608896
70,608897
70,608898
70,608899
70,608900
70,608901
70,608902
70,608903
70,608905
70,608906
70,608907
70,608909
70,608910
70,608911
70,608912
70,608913
70,608914
70,608915
70,608919
70,608921
70,608922
,608923
70,608923
70,608924
70,608925
70,608926
70,608927
70,608928
70,608929
70,608930
70,608931
70,608932
70,608933
70,608934
70,608935
70,608936
70,608940
70,608941
70,608942
70,608943
70,608947
70,608953
70,608956
,608960
70,608960
70,608961
70,608962
70,608963
70,608968
70,608971
70,608973
70,608974
70,608975
70,608976
70,608977
70,608978
70,608980
70,608981
70,608982
70,608983
70,608990
70,608992
70,608995
70,608997
70,609002
70,609004
70,609006
70,609007
70,609008
70,609015
70,609017
70,609018
70,609019
70,609022
70,609024
70,609025
70,609026
70,609028
70,609029
70,609030
70,609031
70,609033
70,609034
70,609035
70,609036
70,609037
70,609038
70,609039
70,609040
70,609041
70,609042
70,609047
70,609049
70,609053
70,609055
70,609058
70,609062
70,609063
70,609067
70,609070
70,609072
70,609073
70,609074
70,609075
70,609084
70,609086
70,609089
70,609093
70,609095
70,609096
70,609097
70,609098
70,609099
70,609100
70,609103
70,609104
70,609106
70,609107
70,609108
70,609109
70,609111
70,609113
70,609114
70,609115
70,609116
70,609118
70,609121
70,609122
70,609124
70,609127
70,609130
70,609138
70,609143
70,609145
70,609149
70,609158
70,609163
70,609166
70,609167
70,609168
70,609171
70,609172
70,609174
70,609175
70,609177
70,609179
70,609180
70,609182
70,609183
70,609185
70,609186
70,609188
70,609189
70,609190
70,609191
70,609194
70,609196
70,609197
70,609198
70,609199
70,609200
70,609205
70,609210
70,609216
70,609218
70,609220
70,609223
70,609226
70,609230
70,609232
70,609240
70,609245
70,609247
70,609249
70,609251
70,609253
70,609254
70,609255
70,609256
70,609257
70,609260
70,609261
70,609262
70,609263
70,609265
70,609266
70,609268
70,609269
70,609270
70,609271
70,609272
70,609273
70,609274
70,609275
70,609277
70,609278
70,609279
70,609280
70,609281
70,609282
70,609284
70,609285
70,609286
70,609287
70,609288
70,609289
70,609291
70,609292
70,609298
70,609300
70,609301
70,609305
70,609306
70,609307
70,609308
70,609309
70,609311
70,609312
70,609313
70,609315
70,609316
70,609317
70,609319
70,609321
70,609323
70,609325
70,609328
70,609330
70,609331
70,609337
70,609341
70,609343
70,609344
70,609345
70,609348
70,609349
70,609350
70,609351
70,609355
70,609356
70,609357
70,609358
70,609359
70,609360
70,609361
70,609362
70,609364
70,609365
70,609366
70,609367
70,609368
70,609369
70,609371
70,609372
70,609375
70,609377
70,609380
70,609382
70,609383
70,609384
70,609386
70,609393
70,609395
70,609396
70,609398
70,609399
70,609402
70,609403
70,609405
70,609406
70,609408
70,609409
70,609411
70,609412
70,609414
70,609416
70,609419
70,609421
70,609427
70,609430
70,609432
70,609433
70,609434
70,609437
70,609438
70,609444
70,609447
70,609448
70,609449
70,609450
70,609451
70,609453
70,609454
70,609456
70,609457
70,609458
70,609460
70,609464
70,609465
70,609467
70,609469
70,609470
70,609471
70,609473
,609474
70,609474
70,609475
70,609476
70,609480
70,609482
70,609483
70,609485
70,609487
70,609491
70,609492
70,609493
70,609494
70,609495
70,609496
70,609497
70,609498
70,609499
70,609500
70,609501
70,609502
70,609503
70,609504
70,609505
70,609506
70,609509
70,609510
70,609512
70,609513
70,609516
70,609518
70,609520
70,609522
70,609523
70,609524
70,609525
70,609527
70,609528
70,609529
70,609531
70,609532
70,609533
70,609534
70,609537
70,609538
70,609539
70,609540
70,609541
70,609542
70,609544
70,609545
70,609547
70,609549
70,609554
70,609555
70,609557
70,609560
70,609567
70,609583
70,609585
70,609586
70,609588
70,609589
70,609590
70,609591
70,609593
70,609595
70,609596
70,609600
70,609601
70,609602
70,609604
70,609605
70,609606
70,609609
70,609610
70,609611
70,609612
70,609615
70,609616
70,609617
70,609619
70,609620
70,609621
70,609622
70,609623
70,609624
70,609625
70,609626
70,609627
70,609629
70,609630
70,609631
70,609632
70,609633
70,609636
70,609637
70,609638
70,609639
70,609640
70,609641
70,609642
70,609643
70,609644
70,609645
70,609646
70,609647
70,609648
70,609649
70,609650
70,609651
70,609652
70,609653
70,609654
70,609655
70,609656
70,609659
70,609660
70,609662
70,609665
70,609670
70,609672
70,609678
70,609680
70,609681
70,609685
70,609687
70,609689
70,609696
70,609697
70,609698
70,609699
70,609700
70,609701
70,609702
70,609706
70,609707
70,609708
70,609709
70,609710
70,609711
70,609712
70,609713
70,609714
70,609715
70,609716
70,609717
70,609720
70,609724
70,609725
70,609726
70,609727
70,609728
70,609732
70,609733
70,609734
70,609735
70,609737
70,609739
70,609740
70,609741
70,609742
70,609743
70,609745
70,609746
70,609749
70,609751
70,609755
70,609758
70,609759
70,609760
70,609761
70,609764
70,609765
70,609766
70,609767
70,609768
70,609769
70,609772
70,609773
70,609775
70,609776
70,609777
70,609778
70,609779
70,609781
70,609782
70,609785
70,609786
70,609788
70,609789
70,609790
70,609795
70,609796
70,609797
70,609798
70,609799
70,609800
70,609801
70,609803
70,609804
70,609805
70,609806
70,609807
70,609809
70,609810
70,609811
70,609812
70,609814
70,609815
70,609817
70,609818
70,609819
70,609821
70,609822
70,609823
70,609824
70,609826
70,609829
70,609831
70,609835
70,609838
70,609839
70,609843
70,609844
70,609846
70,609851
70,609853
70,609855
70,609857
70,609858
70,609860
70,609861
70,609862
70,609863
70,609864
70,609865
70,609867
70,609868
70,609869
70,609870
70,609871
70,609873
70,609874
70,609875
70,609876
70,609877
70,609878
70,609879
70,609880
70,609882
70,609884
70,609885
70,609886
70,609888
70,609891
70,609892
70,609893
70,609895
70,609896
70,609898
70,609899
70,609901
70,609903
70,609904
70,609906
70,609907
70,609908
70,609909
70,609910
70,609911
70,609912
70,609913
70,609914
70,609916
70,609917
70,609918
70,609920
70,609921
70,609922
70,609924
70,609926
70,609928
70,609929
70,609930
70,609931
70,609932
70,609933
70,609934
70,609935
70,609936
70,609938
70,609939
70,609940
70,609941
70,609943
70,609944
70,609946
70,609948
70,609949
70,609951
70,609952
70,609953
70,609954
70,609956
70,609957
70,609960
70,609961
70,609964
70,609966
70,609969
70,609970
70,609971
70,609973
70,609974
70,609976
70,609977
70,609978
70,609980
70,609981
70,609982
70,609983
70,609984
70,609985
70,609986
70,609989
70,609991
70,609992
70,609993
70,609994
70,609995
70,609996
70,609998
70,609999
70,610000
70,610001
70,610002
70,610003
70,610007
70,610009
70,610010
70,610011
70,610012
70,610013
70,610014
70,610016
70,610017
70,610019
70,610020
70,610021
70,610022
70,610023
70,610024
70,610025
70,610026
70,610027
70,610028
70,610029
70,610031
70,610032
70,610033
70,610036
70,610037
70,610038
70,610039
70,610040
70,610042
70,610045
70,610046
70,610047
70,610050
70,610051
70,610052
70,610053
70,610055
70,610056
70,610057
70,610058
70,610059
70,610060
70,610061
70,610062
70,610063
70,610064
70,610065
70,610066
70,610067
70,610068
70,610069
70,610070
70,610071
70,610072
70,610073
70,610074
70,610075
70,610076
70,610077
70,610078
70,610079
70,610080
70,610081
70,610082
70,610083
70,610084
70,610085
70,610086
70,610088
70,610089
70,610090
70,610091
70,610092
70,610093
70,610094
70,610095
70,610098
70,610099
70,610100
70,610101
70,610102
70,610103
70,610104
70,610105
70,610107
70,610108
70,610109
70,610110
70,610111
70,610112
70,610113
70,610114
70,610115
70,610116
70,610117
70,610118
70,610119
70,610122
70,610123
70,610124
70,610125
70,610126
70,610127
70,610129
70,610130
70,610131
70,610132
70,610133
70,610135
70,610136
70,610137
70,610138
70,610139
70,610140
70,610141
70,610142
70,610143
70,610145
70,610146
70,610147
70,610148
70,610149
70,610150
70,610151
70,610152
70,610153
70,610154
70,610155
70,610156
70,610157
70,610158
70,610159
70,610160
70,610162
70,610164
70,610165
70,610166
70,610167
70,610168
70,610170
70,610171
70,610172
70,610173
70,610174
70,610175
70,610176
70,610177
70,610178
70,610181
70,610182
70,610184
70,610185
70,610186
70,610187
70,610188
70,610189
70,610190
70,610191
70,610192
70,610194
70,610196
70,610197
70,610199
70,610200
70,610205
70,610206
70,610207
70,610209
70,610210
70,610211
70,610213
70,610215
70,610216
70,610217
70,610219
70,610220
70,610221
70,610222
70,610223
70,610225
70,610227
70,610229
70,610230
70,610231
70,610232
70,610234
70,610235
70,610236
70,610237
70,610238
70,610239
70,610240
70,610241
70,610242
70,610243
70,610245
70,610246
70,610247
70,610248
70,610249
70,610251
70,610254
70,610256
70,610258
70,610260
70,610261
70,610262
70,610264
70,610267
70,610271
70,610272
70,610273
70,610274
,610275
70,610275
70,610276
70,610277
70,610278
70,610279
70,610280
70,610281
70,610284
70,610285
70,610286
70,610287
70,610288
70,610290
70,610291
70,610292
70,610293
70,610294
70,610295
70,610296
70,610297
70,610298
70,610299
70,610301
70,610303
70,610305
70,610308
70,610310
70,610311
70,610312
70,610313
70,610314
70,610315
70,610316
70,610317
70,610318
70,610319
70,610320
70,610321
70,610322
70,610323
70,610324
70,610325
70,610327
70,610329
70,610330
70,610331
70,610332
70,610334
70,610335
70,610336
70,610337
70,610339
70,610340
70,610342
70,610343
70,610344
70,610346
70,610347
70,610348
70,610349
70,610350
70,610351
70,610352
70,610353
70,610355
70,610356
70,610357
70,610359
70,610361
70,610362
70,610363
,610364
70,610364
70,610367
70,610369
70,610370
70,610371
70,610372
70,610373
70,610374
70,610376
70,610380
70,610382
70,610383
70,610386
70,610387
70,610391
70,610393
70,610394
70,610395
70,610396
70,610398
70,610399
70,610400
70,610401
70,610402
70,610405
70,610407
70,610408
70,610409
70,610410
70,610411
70,610412
70,610413
70,610414
70,610418
70,610419
70,610420
70,610421
70,610423
70,610424
70,610425
70,610426
70,610427
70,610428
70,610429
70,610430
70,610431
70,610432
70,610433
70,610434
70,610435
70,610436
70,610437
70,610438
70,610442
70,610444
70,610445
70,610446
70,610448
70,610449
70,610450
70,610451
70,610452
70,610453
70,610455
70,610456
70,610458
70,610459
70,610462
70,610464
70,610465
70,610466
70,610468
70,610469
70,610471
70,610473
70,610474
70,610475
70,610476
70,610477
70,610478
70,610479
70,610480
70,610481
70,610482
70,610483
70,610484
70,610486
70,610487
70,610488
70,610489
70,610490
70,610492
70,610493
70,610494
70,610495
70,610498
70,610499
70,610500
70,610501
70,610502
70,610503
70,610506
70,610507
70,610509
70,610510
70,610511
70,610512
70,610515
70,610517
70,610518
70,610519
70,610520
70,610521
70,610525
70,610526
70,610527
70,610528
70,610529
70,610530
70,610531
70,610539
70,610540
70,610543
70,610548
70,610549
70,610550
70,610551
70,610553
70,610557
70,610558
70,610559
70,610560
70,610561
70,610562
70,610563
70,610565
70,610566
70,610567
70,610569
70,610570
70,610576
70,610579
70,610581
70,610587
70,610591
70,610602
70,610607
70,610616
70,610617
70,610618
70,610619
70,610620
70,610621
70,610622
70,610623
70,610624
70,610625
70,610626
70,610627
70,610628
70,610629
70,610630
70,610631
70,610632
70,610640
70,610643
70,610653
70,610655
70,610656
70,610657
70,610658
70,610659
70,610660
70,610661
70,610664
70,610666
70,610667
70,610668
70,610669
70,610671
70,610673
70,610675
70,610676
70,610677
70,610678
70,610680
70,610681
70,610682
70,610683
70,610684
70,610687
70,610688
70,610689
70,610690
70,610694
70,610695
70,610696
70,610697
70,610698
70,610700
70,610711
70,610712
70,610713
70,610714
70,610715
70,610716
70,610717
70,610719
70,610721
70,610722
70,610723
70,610724
70,610725
70,610726
70,610728
70,610730
70,610731
70,610732
70,610733
70,610734
70,610746
70,610748
70,610751
70,610755
70,610757
70,610759
70,610760
70,610763
70,610764
70,610765
70,610766
70,610768
70,610770
70,610771
70,610777
70,610781
70,610782
70,610791
70,610792
70,610793
70,610794
70,610795
70,610797
70,610798
70,610799
70,610801
70,610802
70,610803
70,610804
70,610805
70,610806
70,610808
70,610809
70,610811
70,610812
70,610813
70,610815
70,610816
70,610818
70,610820
70,610821
70,610822
70,610825
70,610826
70,610828
70,610829
70,610830
70,610832
70,610833
70,610835
70,610836
70,610837
70,610838
70,610839
70,610840
70,610842
70,610845
70,610847
70,610848
70,610849
70,610850
70,610851
70,610852
70,610853
70,610855
70,610856
70,610857
70,610858
70,610859
70,610860
70,610862
70,610863
70,610866
70,610868
70,610869
70,610872
70,610873
70,610874
70,610875
70,610876
70,610877
70,610878
70,610880
70,610882
70,610883
70,610884
70,610885
70,610886
70,610894
70,610896
70,610897
70,610899
70,610902
70,610904
70,610907
70,610908
70,610909
70,610910
70,610911
70,610913
70,610914
70,610915
70,610916
70,610917
70,610918
70,610919
70,610921
70,610922
70,610923
70,610924
70,610925
70,610926
70,610928
70,610929
70,610930
70,610932
70,610933
70,610934
70,610935
70,610936
70,610938
70,610939
70,610940
70,610941
70,610942
70,610943
70,610944
70,610945
70,610949
70,610951
70,610952
70,610953
70,610954
70,610955
70,610957
70,610958
70,610959
70,610960
70,610962
70,610963
70,610964
70,610965
70,610966
70,610967
70,610968
70,610969
70,610970
70,610971
70,610972
70,610973
70,610974
70,610975
70,610977
70,610978
70,610979
70,610980
70,610981
70,610982
70,610983
70,610986
70,610989
70,610991
70,610992
70,610993
70,610994
70,610995
70,610996
70,610997
70,610998
70,611000
70,611001
70,611002
70,611005
70,611006
70,611007
70,611010
70,611012
