tn;begin;end
2001232;01.07.2012;01.01.2099
2001233;01.06.2012;31.12.9999
2001234;14.06.2011;31.12.2099
2001236;03.07.2012;31.12.9999
2001237;31.05.2011;31.12.9999
2001238;01.04.2014;31.12.9999
2001240;10.06.2019;31.12.9999
2001241;15.08.2014;01.01.2099
2001242;01.08.2014;31.12.9999
2001244;01.08.2020;31.12.9999
2001247;01.11.2015;31.12.9999
2001249;10.04.2020;31.12.9999
2001253;01.06.2015;01.01.2099
2001254;01.10.2013;01.01.2099
2001255;30.06.2017;01.01.2099
2001257;28.04.2011;01.01.2099
2001259;01.07.2013;31.12.9999
2001260;01.09.2019;31.12.9999
2001261;01.10.2013;31.12.2099
2001264;01.09.2018;31.12.9999
2001266;01.01.2015;31.12.9999
2001268;18.04.2011;31.12.9999
2001271;01.09.2019;31.12.9999
2001273;18.02.2020;31.12.9999
2001274;01.02.2018;31.12.9999
2001276;01.07.2013;01.01.2099
2001276;12.11.2018;31.12.9999
2001277;07.11.2013;01.01.2099
2001278;01.12.2016;01.01.2099
2001284;01.04.2020;31.12.9999
2001285;01.10.2015;31.12.9999
2001287;01.12.2014;01.01.2099
2001288;31.05.2011;31.12.9999
2001289;18.04.2011;31.12.9999
2001290;18.11.2013;31.12.9999
2001292;01.04.2010;31.12.2099
2001295;01.04.2020;31.12.9999
2001297;01.06.2011;31.12.2099
2001298;01.04.2019;31.12.9999
2001299;12.12.2011;01.01.2099
2001300;27.09.2010;01.01.2099
2001302;24.08.2012;01.01.2099
2001306;06.04.2015;01.01.2099
2001307;17.09.2018;31.12.9999
2001310;15.07.2019;31.12.9999
2001311;17.12.2013;01.01.2099
2001314;01.08.2014;01.01.2099
2001315;17.02.2020;31.12.9999
2001316;01.01.2012;01.01.2099
2001318;01.02.2010;31.12.2099
2001320;26.01.2004;31.12.9999
2001321;02.01.2020;31.12.9999
2001323;01.10.2010;01.01.2099
2001324;01.01.2015;01.01.2099
2001325;01.12.2013;31.12.9999
2001327;15.12.2015;01.01.2099
2001328;15.10.2015;31.12.9999
2001329;02.01.2020;31.12.9999
2001335;14.05.2013;01.01.2099
2001337;01.12.2016;31.12.9999
2001338;01.06.2019;31.12.9999
2001339;25.01.2011;31.12.9999
2001340;22.12.2008;31.12.9999
2001341;24.06.2013;31.12.2099
2001344;10.05.2017;01.01.2099
2001345;01.08.2015;31.12.9999
2001347;01.12.2016;01.01.2099
2001348;14.05.2013;01.01.2099
2001352;29.05.2019;31.12.9999
2001354;01.07.2018;31.12.9999
2001355;14.08.2015;01.01.2099
2001356;01.10.2019;31.12.9999
2001357;20.12.2005;01.01.2099
2001357;01.07.2013;31.12.9999
2001358;01.01.2014;01.01.2099
2001359;09.01.2019;31.12.9999
2001361;10.09.2018;31.12.9999
2001363;03.10.2018;01.01.2999
2001364;01.09.2018;31.12.9999
2001368;10.06.2019;31.12.9999
2001371;01.02.2020;31.12.9999
2001372;20.08.2020;31.12.9999
2001376;21.02.2012;31.12.9999
2001378;01.07.2013;31.12.9999
2001379;01.02.2012;31.12.9999
2001382;09.11.2009;01.01.2099
2001383;16.11.2010;01.01.2099
2001387;18.05.2016;01.01.2099
2001388;01.07.2013;31.12.9999
2001389;15.08.2011;01.01.2099
2001391;01.12.2010;01.01.2099
2001394;20.09.2010;01.01.2099
2001397;07.04.2011;01.01.2099
2001398;01.12.2019;31.12.9999
2001399;01.12.2019;31.12.9999
2001400;01.04.2018;31.12.9999
2001405;01.03.2020;31.12.9999
2001406;01.03.2019;31.12.9999
2001409;10.12.2012;01.01.2099
2001411;01.03.2020;31.12.9999
2001412;01.08.2013;01.01.2099
2001413;01.08.2020;31.12.9999
2001414;18.02.2020;31.12.9999
2001415;01.04.2013;01.01.2099
2001417;21.08.2019;31.12.9999
2001418;01.01.2013;01.01.2099
2001420;01.12.2016;01.01.2099
2001423;11.09.2013;01.01.2099
2001425;01.03.2020;31.12.9999
2001426;01.03.2020;31.12.9999
2001429;10.04.2020;31.12.9999
2001430;10.04.2020;31.12.9999
2001432;26.08.2019;31.12.9999
2001438;08.07.2019;31.12.9999
2001440;18.02.2020;31.12.9999
2001441;01.03.2020;31.12.9999
2001442;01.04.2010;31.12.2099
2001443;01.04.2010;31.12.9999
2001445;07.09.2015;31.12.9999
2001446;20.11.2019;31.12.9999
2001447;01.04.2010;31.12.9999
2001448;01.04.2010;31.12.9999
2001449;12.08.2015;01.01.2099
2001450;01.04.2010;31.12.9999
2001451;26.07.2010;31.12.9999
2001453;11.09.2013;01.01.2099
2001456;18.02.2020;31.12.9999
2001458;18.02.2020;31.12.9999
2001462;01.04.2020;31.12.9999
2001463;01.04.2020;31.12.9999
2001465;01.04.2020;31.12.9999
2001466;10.04.2020;31.12.9999
2001467;01.04.2020;31.12.9999
2001469;01.10.2013;31.12.9999
2001470;01.07.2017;01.01.2099
2001470;01.11.2013;31.12.9999
2001471;18.04.2019;31.12.9999
2001472;16.05.2013;31.12.9999
2001473;16.01.2012;31.12.2099
2001474;01.10.2014;31.12.9999
2001475;10.02.2016;31.12.9999
2001477;23.03.2020;31.12.9999
2001478;10.10.2019;31.12.9999
2001481;25.11.2013;31.12.9999
2001484;01.03.2018;01.01.2099
2001488;01.08.2016;01.01.2099
2001489;01.07.2013;31.12.9999
2001490;07.11.2011;31.12.9999
2001492;12.05.2008;31.12.2099
2001493;20.01.2010;31.12.9999
2001494;01.03.2014;31.12.9999
2001495;09.07.2007;31.12.2099
2001497;28.08.2006;31.12.9999
2001498;24.08.2020;31.12.9999
2001499;18.06.2007;31.12.2099
2001500;06.02.2014;01.01.2099
2001502;11.09.2013;01.01.2099
2001503;01.05.2016;01.01.2099
2001504;01.10.2003;31.12.2999
2001506;06.06.2005;31.12.2099
2001507;01.07.2013;01.01.2099
2001509;16.04.2007;31.12.2099
2001514;02.08.2011;31.12.9999
2001515;01.10.2007;01.01.2099
2001517;01.06.2017;01.01.2099
2001519;16.08.2011;01.01.2099
2001520;01.12.2016;01.01.2099
2001523;27.07.2012;31.12.9999
2001524;14.05.2013;01.01.2099
2001525;01.09.2014;01.01.2099
2001526;18.09.2014;01.01.2099
2001527;24.12.2018;31.12.9999
2001528;19.08.2013;01.01.2099
2001531;10.06.2015;01.01.2099
2001532;01.12.2016;01.01.2099
2001533;01.01.2015;31.12.9999
2001534;10.10.2018;31.12.9999
2001537;01.12.2016;01.01.2099
2001540;28.10.2013;31.12.9999
2001542;13.02.2015;31.12.9999
2001543;01.11.2014;01.01.2099
2001551;01.05.2009;01.01.2099
2001557;01.04.2013;31.12.9999
2001559;21.09.2020;31.12.9999
2001560;01.07.2013;31.12.2999
2001561;01.07.2019;31.12.9999
2001562;01.01.2012;01.01.9999
2001567;14.05.2013;01.01.2099
2001567;02.01.2013;31.12.9999
2001569;15.09.2020;31.12.9999
2001570;01.07.2019;31.12.9999
2001571;02.11.2015;01.01.2099
2001581;01.05.2019;31.12.9999
2001583;01.05.2019;31.12.9999
2001584;01.05.2019;31.12.9999
2001586;11.01.2011;01.01.2099
2001587;10.12.2012;01.01.2099
2001591;01.05.2019;31.12.9999
2001594;10.07.2014;01.01.2099
2001596;01.01.2015;31.12.9999
2001598;01.07.2020;31.12.9999
2001600;01.09.2010;31.12.9999
2001601;01.05.2019;31.12.9999
2001602;25.07.2016;31.12.9999
2001614;25.01.1988;01.01.2099
2001620;15.12.2016;01.01.2099
2001621;01.10.2017;01.01.2099
2001624;20.07.2017;01.01.2099
2001626;02.08.2017;01.01.2099
2001628;01.07.2020;31.12.9999
2001629;01.07.2020;31.12.9999
2001630;01.12.2014;31.12.9999
2001632;01.07.2014;01.01.2099
2001633;25.08.2014;01.01.2099
2001634;02.06.2020;31.12.9999
2001637;01.01.2015;01.01.2099
2001638;01.11.2014;31.12.9999
2001639;03.09.2014;31.12.9999
2001640;01.11.2015;31.12.2099
2001641;01.12.2017;31.12.9999
2001644;01.04.2006;31.12.9999
2001647;11.04.2011;01.01.2099
2001651;01.10.2008;01.01.2099
2001652;12.05.2014;01.01.2099
2001653;27.11.2006;31.12.9999
2001654;28.01.2003;31.12.9999
2001657;20.08.2013;01.01.2099
2001660;18.02.2020;31.12.9999
2001661;01.07.2019;31.12.9999
2001665;25.08.2020;31.12.9999
2001666;06.10.2014;31.12.9999
2001671;28.11.2014;31.12.9999
2001675;03.12.2014;31.05.9999
2001677;01.09.2019;31.12.9999
2001678;01.03.2020;31.12.9999
2001679;28.12.2015;01.01.2099
2001681;01.08.2015;31.12.9999
2001682;01.04.2020;31.12.9999
2001683;01.08.2014;01.01.2099
2001684;11.12.2014;31.12.9999
2001687;12.10.2015;31.12.9999
2001688;02.01.2020;31.12.9999
2001689;01.12.2017;01.01.2099
2001690;29.09.2014;01.01.2099
2001693;26.04.2010;01.01.2099
2001694;24.02.2012;31.12.9999
2001695;16.05.2013;01.01.2099
2001696;01.07.2015;31.12.9999
2001697;23.12.2008;01.01.2099
2001698;23.11.2009;01.01.2099
2001700;01.10.2007;31.12.9999
2001701;11.09.2013;31.12.9999
2001704;26.11.2018;31.12.9999
2001705;14.08.2015;31.12.9999
2001707;11.03.2014;01.01.2099
2001711;01.07.2013;31.12.9999
2001712;01.05.2017;01.01.2099
2001713;01.07.2013;31.12.9999
2001714;01.07.2016;31.12.9999
2001715;01.01.2011;31.12.9999
2001716;01.03.2020;31.12.9999
2001722;01.07.2016;31.12.9999
2001723;14.02.2018;31.12.9999
2001724;01.07.2011;01.01.2099
2001725;01.01.2010;31.12.9999
2001726;25.08.2017;01.01.2099
2001727;04.05.2016;31.12.9999
2001728;24.09.2009;01.01.2099
2001729;01.01.2016;31.12.9999
2001731;18.03.2013;31.12.9999
2001735;01.05.2019;31.12.9999
2001736;13.07.2015;01.01.2099
2001737;01.10.2019;31.12.9999
2001738;05.12.2018;31.12.9999
2001738;01.02.2020;31.12.9999
2001739;01.01.2020;31.12.9999
2001740;16.07.2014;01.01.2099
2001741;19.03.2014;31.12.9999
2001743;01.01.2017;31.12.9999
2001745;11.11.2013;31.12.9999
2001746;26.07.2010;31.12.9999
2001747;01.09.2019;31.12.9999
2001750;02.01.2020;31.12.9999
2001752;01.09.2019;31.12.9999
2001753;01.09.2020;31.12.9999
2001754;10.09.2007;01.01.2099
2001756;01.11.2011;01.01.2099
2001757;15.04.2013;01.01.2099
2001759;01.12.2012;31.12.9999
2001761;01.07.2016;31.12.9999
2001762;01.07.2018;31.12.9999
2001763;01.01.2015;31.12.9999
2001764;02.01.2020;31.12.9999
2001766;12.03.2014;31.12.9999
2001767;01.10.2013;01.01.2099
2001768;12.05.2020;31.12.9999
2001769;28.11.2016;31.12.9999
2001770;01.01.2018;31.12.2999
2001771;28.07.2014;31.12.9999
2001773;28.08.2014;01.01.2099
2001775;16.02.2015;01.01.2099
2001777;15.12.2011;31.12.9999
2001778;16.02.2015;01.01.2099
2001779;14.05.2013;31.12.9999
2001780;01.12.2016;01.01.2099
