rp;tn;begin;end
70;614028;01.01.2010;31.12.9999
70;614030;01.01.2015;31.12.9999
70;614031;01.09.2019;31.12.9999
70;614032;17.06.2013;31.12.9999
70;614032;01.01.2016;31.12.9999
70;614033;01.01.2010;31.12.9999
70;614035;09.11.2013;31.12.9999
70;614035;20.12.2016;31.12.9999
70;614037;03.05.2018;31.12.9999
70;614038;01.04.2011;31.12.9999
70;614038;01.01.2016;31.12.9999
70;614039;19.07.2011;31.12.9999
70;614040;11.05.2006;31.12.9999
70;614042;18.04.2013;31.12.9999
70;614042;08.06.2013;31.12.9999
70;614042;15.07.2013;31.12.9999
70;614042;19.09.2013;31.12.9999
70;614042;01.10.2015;31.12.9999
70;614043;22.09.2016;31.12.9999
70;614043;01.04.2020;31.12.9999
70;614044;01.01.2010;31.12.9999
70;614045;01.12.2008;31.12.9999
70;614045;01.01.2018;31.12.9999
70;614046;01.03.2010;31.12.9999
70;614046;01.08.2017;31.12.9999
70;614047;10.01.2012;31.12.9999
70;614047;20.03.2015;31.12.9999
70;614047;01.10.2015;31.12.9999
70;614048;22.02.2012;31.12.9999
70;614049;22.06.2013;31.12.9999
70;614050;13.12.2016;31.12.9999
70;614051;21.01.2010;31.12.9999
70;614051;18.05.2013;31.12.9999
70;614051;12.02.2014;31.12.9999
70;614051;01.01.2016;31.12.9999
70;614053;01.01.2010;31.12.9999
70;614054;14.09.2012;31.12.9999
70;614054;01.01.2016;31.12.9999
70;614055;28.11.2005;31.12.9999
70;614055;01.01.2010;31.12.9999
70;614056;17.12.2012;31.12.9999
70;614056;27.01.2014;31.12.9999
70;614056;03.03.2015;31.12.9999
70;614056;01.10.2015;31.12.9999
70;614057;23.01.2012;31.12.9999
70;614058;16.03.2009;31.12.9999
70;614058;01.10.2015;31.12.9999
70;614060;01.01.2016;31.12.9999
70;614061;25.12.2017;31.12.9999
70;614062;01.01.2009;31.12.9999
70;614062;01.01.2014;31.12.9999
70;614062;03.03.2015;31.12.9999
70;614064;01.01.2013;31.12.9999
70;614066;22.12.2014;31.12.9999
70;614066;04.04.2017;31.12.9999
70;614067;01.01.2013;31.12.9999
70;614067;16.03.2015;31.12.9999
70;614067;01.01.2019;31.12.9999
70;614068;01.08.2018;31.12.9999
70;614069;03.09.2012;31.12.9999
70;614069;01.01.2014;31.12.9999
70;614069;10.02.2014;31.12.9999
70;614070;27.03.2014;31.12.9999
70;614070;23.07.2015;31.12.9999
70;614070;24.08.2020;31.12.9999
70;614071;01.12.2006;31.12.9999
70;614072;01.01.2013;31.12.9999
70;614072;23.07.2015;31.12.9999
70;614072;24.08.2020;31.12.9999
70;614073;29.07.2014;31.12.9999
70;614073;01.01.2019;31.12.9999
70;614073;11.04.2019;31.12.9999
70;614075;01.01.2020;31.12.9999
70;614078;03.03.2015;31.12.9999
70;614078;22.08.2015;31.12.9999
70;614080;21.12.2016;31.12.9999
70;614080;01.01.2020;31.12.9999
70;614081;23.11.2004;31.12.9999
70;614083;16.11.2011;31.12.9999
70;614083;25.10.2019;31.12.9999
70;614084;27.05.1996;31.12.9999
70;614084;04.10.2013;31.12.9999
70;614084;01.01.2017;31.12.9999
70;614084;01.01.2019;31.12.9999
70;614085;03.02.2014;31.12.9999
70;614085;23.07.2015;31.12.9999
70;614085;06.07.2020;31.12.9999
70;614086;29.12.2014;31.12.9999
70;614089;11.07.1997;31.12.9999
70;614090;25.06.2014;31.12.9999
70;614090;10.05.2016;31.12.9999
70;614091;18.08.2011;31.12.9999
70;614091;27.12.2012;31.12.9999
70;614091;22.12.2020;31.12.9999
70;614092;07.10.2010;31.12.9999
70;614092;03.03.2015;31.12.9999
70;614093;17.01.2014;31.12.9999
70;614094;01.01.2008;31.12.9999
70;614094;01.01.2014;31.12.9999
70;614095;08.07.2013;31.12.9999
70;614095;01.11.2015;31.12.9999
70;614097;20.02.2007;31.12.9999
70;614097;01.01.2016;31.12.9999
70;614099;17.06.2020;31.12.9999
70;614100;20.11.2009;31.12.9999
70;614101;20.07.2013;31.12.9999
70;614101;23.12.2013;31.12.9999
70;614102;18.07.2012;31.12.9999
70;614102;05.11.2020;31.12.9999
70;614103;22.05.2015;31.12.9999
70;614104;06.02.2014;31.12.9999
70;614104;03.03.2015;31.12.9999
70;614104;01.10.2015;31.12.9999
70;614105;18.12.2017;31.12.9999
70;614107;10.09.2015;31.12.9999
70;614107;19.01.2017;31.12.9999
70;614109;04.08.2014;31.12.9999
70;614109;03.03.2015;31.12.9999
70;614109;01.01.2016;31.12.9999
70;614109;20.03.2018;31.12.9999
70;614111;06.03.2014;31.12.9999
70;614111;01.01.2016;31.12.9999
70;614112;21.01.2014;31.12.9999
70;614112;22.02.2016;31.12.9999
70;614114;03.12.2018;31.12.9999
70;614115;25.01.2013;31.12.9999
70;614115;01.10.2015;31.12.9999
70;614115;11.08.2017;31.12.9999
70;614116;01.07.2013;31.12.9999
70;614116;01.10.2015;31.12.9999
70;614117;03.07.2013;31.12.9999
70;614117;08.10.2015;31.12.9999
70;614118;29.04.2011;31.12.9999
70;614118;06.12.2016;31.12.9999
70;614119;29.10.2007;31.12.9999
70;614119;25.02.2014;31.12.9999
70;614119;03.03.2015;31.12.9999
70;614119;01.10.2015;31.12.9999
70;614120;01.01.2013;31.12.9999
70;614120;01.01.2016;31.12.9999
70;614121;01.12.2004;31.12.9999
70;614121;01.01.2013;31.12.9999
70;614122;01.10.2014;31.12.9999
70;614122;01.01.2016;31.12.9999
70;614123;01.01.2016;31.12.9999
70;614124;10.07.2012;31.12.9999
70;614124;11.06.2013;31.12.9999
70;614124;19.07.2016;31.12.9999
70;614125;09.11.2011;31.12.9999
70;614125;12.11.2014;31.12.9999
70;614125;01.12.2020;31.12.9999
70;614126;12.01.2015;31.12.9999
70;614126;28.03.2016;31.12.9999
70;614126;15.04.2019;31.12.9999
70;614128;28.06.1994;31.12.9999
70;614128;25.01.2014;31.12.9999
70;614129;01.01.2009;31.12.9999
70;614130;01.10.2013;31.12.9999
70;614130;01.11.2018;31.12.9999
70;614133;30.11.2004;31.12.9999
70;614134;01.12.2019;31.12.9999
70;614135;13.05.2014;31.12.9999
70;614135;01.01.2018;31.12.9999
70;614136;02.03.2016;31.12.9999
70;614136;17.04.2017;31.12.9999
70;614137;01.12.2004;31.12.9999
70;614137;26.12.2018;31.12.9999
70;614138;20.07.2009;31.12.9999
70;614139;05.01.1998;31.12.9999
70;614140;26.12.2016;31.12.9999
70;614140;01.01.2019;31.12.9999
70;614142;13.06.2001;31.12.9999
70;614142;01.01.2013;31.12.9999
70;614143;28.07.2008;31.12.9999
70;614143;01.07.2013;31.12.9999
70;614143;01.01.2019;31.12.9999
70;614144;02.09.2011;31.12.9999
70;614144;01.11.2015;31.12.9999
70;614144;23.01.2018;31.12.9999
70;614145;28.12.2015;31.12.9999
70;614145;01.01.2016;31.12.9999
70;614146;16.04.2013;31.12.9999
70;614147;01.01.2019;31.12.9999
70;614148;01.01.2019;31.12.9999
70;614149;01.02.2010;31.12.9999
70;614150;01.01.2016;31.12.9999
70;614152;14.08.2012;31.12.9999
70;614152;23.12.2013;31.12.9999
70;614152;01.11.2015;31.12.9999
70;614153;03.08.2013;31.12.9999
70;614153;01.02.2019;31.12.9999
70;614154;01.04.2013;31.12.9999
70;614154;01.01.2019;31.12.9999
70;614155;06.09.2007;31.12.9999
70;614155;01.07.2013;31.12.9999
70;614155;01.01.2019;31.12.9999
70;614156;01.07.2013;31.12.9999
70;614157;04.02.2002;31.12.9999
70;614157;17.10.2011;31.12.9999
70;614157;03.03.2015;31.12.9999
70;614157;01.01.2017;31.12.9999
70;614158;02.05.2012;31.12.9999
70;614158;21.09.2016;31.12.9999
70;614159;24.10.2014;31.12.9999
70;614159;28.11.2014;31.12.9999
70;614159;01.01.2016;31.12.9999
70;614160;01.09.2005;31.12.9999
70;614160;01.01.2016;31.12.9999
70;614162;01.03.2010;31.12.9999
70;614162;01.01.2016;31.12.9999
70;614163;22.04.2014;31.12.9999
70;614163;23.11.2015;31.12.9999
70;614163;01.03.2019;31.12.9999
70;614164;01.01.2013;31.12.9999
70;614164;01.01.2019;31.12.9999
70;614165;19.09.2001;31.12.9999
70;614165;01.01.2013;31.12.9999
70;614166;28.12.2009;31.12.9999
70;614166;03.03.2015;31.12.9999
70;614166;24.12.2018;31.12.9999
70;614167;01.04.2013;31.12.9999
70;614167;01.01.2019;31.12.9999
70;614168;01.01.2016;31.12.9999
70;614169;28.10.2009;31.12.9999
70;614169;01.04.2010;31.12.9999
70;614169;01.01.2019;31.12.9999
70;614170;13.12.1991;31.12.9999
70;614170;01.01.2009;31.12.9999
70;614170;01.11.2015;31.12.9999
70;614171;01.01.2016;31.12.9999
70;614171;01.07.2019;31.12.9999
70;614172;20.01.2005;31.12.9999
70;614172;01.01.2016;31.12.9999
70;614174;24.04.2014;31.12.9999
70;614174;16.02.2017;31.12.9999
70;614175;26.05.2014;31.12.9999
70;614176;21.11.2003;31.12.9999
70;614177;12.09.2013;31.12.9999
70;614177;01.01.2016;31.12.9999
70;614178;19.02.2015;31.12.9999
70;614178;01.01.2020;31.12.9999
70;614179;01.07.2013;31.12.9999
70;614179;12.02.2015;31.12.9999
70;614179;01.01.2019;31.12.9999
70;614180;01.01.2013;31.12.9999
70;614180;01.01.2017;31.12.9999
70;614180;01.01.2020;31.12.9999
70;614182;30.11.2009;31.12.9999
70;614182;03.03.2015;31.12.9999
70;614184;30.01.2014;31.12.9999
70;614184;08.09.2016;31.12.9999
70;614185;18.08.2014;31.12.9999
70;614185;01.01.2020;31.12.9999
70;614186;02.05.2012;31.12.9999
70;614186;01.05.2016;31.12.9999
70;614187;06.08.2018;31.12.9999
70;614188;01.01.2016;31.12.9999
70;614189;01.01.2016;31.12.9999
70;614189;01.01.2019;31.12.9999
70;614190;01.01.2009;31.12.9999
70;614191;22.12.2011;31.12.9999
70;614192;01.01.2014;31.12.9999
70;614193;12.01.2015;31.12.9999
70;614193;21.01.2020;31.12.9999
70;614195;12.04.2000;31.12.9999
70;614195;02.08.2016;31.12.9999
70;614196;23.09.2013;31.12.9999
70;614196;13.01.2014;31.12.9999
70;614197;10.07.2006;31.12.9999
70;614197;01.09.2017;31.12.9999
70;614198;01.07.2011;31.12.9999
70;614198;09.04.2015;31.12.9999
70;614199;01.04.2012;31.12.9999
70;614199;01.01.2016;31.12.9999
70;614200;25.09.2013;31.12.9999
70;614201;07.02.2012;31.12.9999
70;614202;02.03.2015;31.12.9999
70;614202;18.02.2016;31.12.9999
70;614202;01.09.2017;31.12.9999
70;614202;01.02.2018;31.12.9999
70;614203;15.04.2015;31.12.9999
70;614203;05.08.2015;31.12.9999
70;614204;01.04.2010;31.12.9999
70;614204;01.01.2016;31.12.9999
70;614205;27.04.2011;31.12.9999
70;614205;27.03.2014;31.12.9999
70;614205;01.05.2015;31.12.9999
70;614206;01.01.2018;31.12.9999
70;614207;01.06.2006;31.12.9999
70;614207;01.01.2020;31.12.9999
70;614208;11.01.2010;31.12.9999
70;614208;01.01.2016;31.12.9999
70;614209;10.02.2020;31.12.9999
70;614210;12.09.2011;31.12.9999
70;614210;01.01.2014;31.12.9999
70;614211;01.09.2004;31.12.9999
70;614211;04.12.2014;31.12.9999
70;614211;06.07.2015;31.12.9999
70;614212;20.06.2014;31.12.9999
70;614212;01.01.2020;31.12.9999
70;614214;13.03.2014;31.12.9999
70;614214;06.03.2017;31.12.9999
70;614215;01.06.2011;31.12.9999
70;614215;16.02.2017;31.12.9999
70;614215;01.05.2019;31.12.9999
70;614216;01.09.2019;31.12.9999
70;614218;01.01.2018;31.12.9999
70;614219;11.01.2016;31.12.9999
70;614219;18.07.2016;31.12.9999
70;614219;03.10.2016;31.12.9999
70;614219;01.01.2017;31.12.9999
70;614219;01.01.2019;31.12.9999
70;614221;13.05.2015;31.12.9999
70;614221;16.03.2016;31.12.9999
70;614226;01.08.2012;31.12.9999
70;614227;01.01.2018;31.12.9999
70;614228;05.02.2010;31.12.9999
70;614229;01.01.2016;31.12.9999
70;614234;20.12.2018;31.12.9999
70;614234;13.03.2019;31.12.9999
70;614237;16.10.2007;31.12.9999
70;614238;10.05.2011;31.12.9999
70;614238;01.05.2016;31.12.9999
70;614239;08.09.2014;31.12.9999
70;614239;01.01.2016;31.12.9999
70;614240;15.10.2012;31.12.9999
70;614240;16.12.2013;31.12.9999
70;614243;18.12.2013;31.12.9999
70;614244;15.04.2002;31.12.9999
70;614245;05.05.2011;31.12.9999
70;614245;01.01.2019;31.12.9999
70;614245;24.01.2019;31.12.9999
70;614245;31.03.2020;31.12.9999
70;614246;28.05.2007;31.12.9999
70;614247;02.04.2014;31.12.9999
70;614247;01.01.2016;31.12.9999
70;614248;05.11.2013;31.12.9999
70;614248;01.01.2019;31.12.9999
70;614252;12.05.2014;31.12.9999
70;614253;26.09.2013;31.12.9999
70;614253;01.03.2014;31.12.9999
70;614253;01.07.2019;31.12.9999
70;614255;03.12.2014;31.12.9999
70;614255;17.07.2019;31.12.9999
70;614258;12.11.2016;31.12.9999
70;614258;01.01.2018;31.12.9999
70;614259;21.07.2016;31.12.9999
70;614261;05.05.2014;31.12.9999
70;614261;04.02.2015;31.12.9999
70;614261;01.02.2018;31.12.9999
70;614261;07.03.2019;31.12.9999
70;614261;01.11.2020;31.12.9999
70;614262;04.04.2017;31.12.9999
70;614264;22.05.2008;31.12.9999
70;614267;27.10.2008;31.12.9999
70;614268;01.06.2018;31.12.9999
70;614269;01.12.2010;31.12.9999
70;614269;01.08.2020;31.12.9999
70;614270;05.05.2006;31.12.9999
70;614270;01.11.2013;31.12.9999
70;614273;13.09.2016;31.12.9999
70;614273;01.01.2018;31.12.9999
70;614275;01.04.2015;31.12.9999
70;614275;01.07.2020;31.12.9999
70;614277;21.06.2012;31.12.9999
70;614277;16.06.2014;31.12.9999
70;614277;01.08.2016;31.12.9999
70;614277;16.09.2016;31.12.9999
70;614277;07.12.2016;31.12.9999
70;614278;01.03.2020;31.12.9999
70;614279;17.01.2012;31.12.9999
70;614279;01.05.2019;31.12.9999
70;614282;01.11.2012;31.12.9999
70;614283;01.07.2013;31.12.9999
70;614283;01.01.2016;31.12.9999
70;614284;12.11.2013;31.12.9999
70;614284;01.07.2020;31.12.9999
70;614285;01.04.2015;31.12.9999
70;614285;01.01.2016;31.12.9999
70;614285;01.07.2020;31.12.9999
70;614287;15.12.2008;31.12.9999
70;614287;01.03.2019;31.12.9999
70;614288;01.04.2015;31.12.9999
70;614288;01.01.2016;31.12.9999
70;614288;01.07.2020;31.12.9999
70;614289;01.02.2014;31.12.9999
70;614290;09.11.2015;31.12.9999
70;614291;01.01.2020;31.12.9999
70;614292;01.01.2011;31.12.9999
70;614293;20.03.2017;31.12.9999
70;614294;18.09.2000;31.12.9999
70;614294;01.01.2011;31.12.9999
70;614294;01.07.2020;31.12.9999
70;614295;01.01.2020;31.12.9999
70;614296;29.03.2016;31.12.9999
70;614299;12.01.2007;31.12.9999
70;614301;01.07.2020;31.12.9999
70;614303;24.06.2013;31.12.9999
70;614303;19.01.2015;31.12.9999
70;614303;01.01.2016;31.12.9999
70;614304;16.02.2012;31.12.9999
70;614307;01.04.2015;31.12.9999
70;614307;01.07.2020;31.12.9999
70;614308;06.03.2013;31.12.9999
70;614308;01.01.2018;31.12.9999
70;614309;01.01.2013;31.12.9999
70;614309;01.05.2014;31.12.9999
70;614309;01.06.2016;31.12.9999
70;614309;01.10.2017;31.12.9999
70;614309;01.03.2020;31.12.9999
70;614310;17.06.2013;31.12.9999
70;614311;16.07.2009;31.12.9999
70;614312;01.01.2013;31.12.9999
70;614312;01.01.2014;31.12.9999
70;614312;03.03.2015;31.12.9999
70;614313;05.04.2006;31.12.9999
70;614314;01.01.2014;31.12.9999
70;614315;01.04.2015;31.12.9999
70;614315;01.01.2016;31.12.9999
70;614315;01.07.2020;31.12.9999
70;614318;19.09.2012;31.12.9999
70;614318;01.01.2016;31.12.9999
70;614319;16.04.2009;31.12.9999
70;614319;19.03.2011;31.12.9999
70;614321;02.11.2015;31.12.9999
70;614323;13.04.2015;31.12.9999
70;614323;27.04.2018;31.12.9999
70;614323;01.04.2019;31.12.9999
70;614324;01.01.2016;31.12.9999
70;614324;14.03.2016;31.12.9999
70;614325;01.01.2014;31.12.9999
70;614325;02.03.2020;31.12.9999
70;614326;03.03.2015;31.12.9999
70;614327;01.10.2019;31.12.9999
70;614328;01.01.2016;31.12.9999
70;614328;18.04.2019;31.12.9999
70;614330;31.12.2007;31.12.9999
70;614331;11.12.2014;31.12.9999
70;614331;01.09.2019;31.12.9999
70;614332;01.01.2016;31.12.9999
70;614333;22.06.2013;31.12.9999
70;614333;01.12.2016;31.12.9999
70;614334;10.02.2014;31.12.9999
70;614335;01.01.2016;31.12.9999
70;614335;01.12.2016;31.12.9999
70;614336;01.08.2015;31.12.9999
70;614336;01.02.2017;31.12.9999
70;614337;01.12.2008;31.12.9999
70;614337;01.10.2019;31.12.9999
70;614338;01.03.2005;31.12.9999
70;614339;23.01.2009;31.12.9999
70;614340;28.06.2012;31.12.9999
70;614341;01.04.2015;31.12.9999
70;614341;01.01.2016;31.12.9999
70;614341;01.08.2017;31.12.9999
70;614341;01.03.2020;31.12.9999
70;614343;15.11.2004;31.12.9999
70;614343;01.12.2013;31.12.9999
70;614344;04.05.2001;31.12.9999
70;614344;01.01.2013;31.12.9999
70;614344;16.09.2020;31.12.9999
70;614345;16.01.2013;31.12.9999
70;614345;01.01.2014;31.12.9999
70;614345;01.01.2019;31.12.9999
70;614346;22.02.2014;31.12.9999
70;614347;27.06.1994;31.12.9999
70;614347;17.08.2006;31.12.9999
70;614347;01.01.2018;31.12.9999
70;614347;13.11.2018;31.12.9999
70;614348;17.12.2012;31.12.9999
70;614348;02.08.2019;31.12.9999
70;614349;03.03.2014;31.12.9999
70;614349;02.06.2018;31.12.9999
70;614350;24.11.2005;31.12.9999
70;614351;09.08.2004;31.12.9999
70;614351;01.01.2016;31.12.9999
70;614352;01.10.2019;31.12.9999
70;614353;01.04.2015;31.12.9999
70;614353;01.07.2020;31.12.9999
70;614354;01.10.2019;31.12.9999
70;614355;09.04.2015;31.12.9999
70;614356;05.07.2004;31.12.9999
70;614357;16.07.2015;31.12.9999
70;614358;26.06.2010;31.12.9999
70;614358;13.12.2017;31.12.9999
70;614359;13.12.2011;31.12.9999
70;614360;10.11.2008;31.12.9999
70;614360;05.11.2019;31.12.9999
70;614363;02.02.2016;31.12.9999
70;614364;24.10.2016;31.12.9999
70;614365;01.01.2018;31.12.9999
70;614366;27.01.1992;31.12.9999
70;614366;01.08.1998;31.12.9999
70;614366;01.01.2014;31.12.9999
70;614367;08.03.2014;31.12.9999
70;614367;19.08.2016;31.12.9999
70;614368;01.05.2019;31.12.9999
70;614370;18.08.2015;31.12.9999
70;614371;11.01.2012;31.12.9999
70;614373;26.05.2015;31.12.9999
70;614373;01.01.2016;31.12.9999
70;614373;01.07.2020;31.12.9999
70;614375;01.04.2015;31.12.9999
70;614376;01.01.2019;31.12.9999
70;614377;01.04.2015;31.12.9999
70;614378;01.04.2015;31.12.9999
70;614378;01.07.2020;31.12.9999
70;614379;01.01.2011;31.12.9999
70;614379;24.06.2020;31.12.9999
70;614380;01.12.2017;31.12.9999
70;614381;05.02.2009;31.12.9999
70;614381;15.02.2013;31.12.9999
70;614381;11.11.2013;31.12.9999
70;614381;06.05.2014;31.12.9999
70;614381;01.07.2020;31.12.9999
70;614383;01.01.2011;31.12.9999
70;614383;01.04.2015;31.12.9999
70;614383;25.05.2015;31.12.9999
70;614383;01.11.2015;31.12.9999
70;614383;01.07.2020;31.12.9999
70;614384;26.11.2013;31.12.9999
70;614384;01.10.2015;31.12.9999
70;614385;28.05.2012;31.12.9999
70;614385;14.04.2013;31.12.9999
70;614385;01.01.2016;31.12.9999
70;614386;03.03.2014;31.12.9999
70;614386;01.01.2016;31.12.9999
70;614388;15.05.2009;31.12.9999
70;614388;01.10.2015;31.12.9999
70;614389;27.04.2011;31.12.9999
70;614389;01.01.2016;31.12.9999
70;614390;09.02.2009;31.12.9999
70;614390;01.10.2015;31.12.9999
70;614391;17.03.2000;31.12.9999
70;614391;01.10.2015;31.12.9999
70;614392;16.01.2015;31.12.9999
70;614392;01.10.2015;31.12.9999
70;614393;30.12.2004;31.12.9999
70;614393;01.01.2016;31.12.9999
70;614394;24.11.2008;31.12.9999
70;614394;01.01.2016;31.12.9999
70;614395;16.09.2014;31.12.9999
70;614396;12.12.2011;31.12.9999
70;614396;30.11.2012;31.12.9999
70;614397;02.05.2012;31.12.9999
70;614398;01.01.2014;31.12.9999
70;614399;01.08.2011;31.12.9999
70;614399;11.02.2019;31.12.9999
70;614399;01.04.2019;31.12.9999
70;614400;21.10.2010;31.12.9999
70;614400;01.01.2014;31.12.9999
70;614400;01.01.2018;31.12.9999
70;614403;24.01.2013;31.12.9999
70;614403;15.02.2013;31.12.9999
70;614403;01.01.2016;31.12.9999
70;614403;01.07.2020;31.12.9999
70;614404;02.04.2012;31.12.9999
70;614404;01.01.2014;31.12.9999
70;614406;01.06.2006;31.12.9999
70;614407;01.02.2018;31.12.9999
70;614411;22.06.2015;31.12.9999
70;614411;01.01.2019;31.12.9999
70;614412;01.04.2015;31.12.9999
70;614412;01.07.2020;31.12.9999
70;614413;13.10.2015;31.12.9999
70;614414;04.02.2014;31.12.9999
70;614415;01.04.2015;31.12.9999
70;614418;01.01.2013;31.12.9999
70;614418;01.01.2014;31.12.9999
70;614419;20.04.2016;31.12.9999
70;614420;01.10.2014;31.12.9999
70;614420;27.09.2016;31.12.9999
70;614421;23.06.2014;31.12.9999
70;614421;17.10.2016;31.12.9999
70;614422;10.12.2001;31.12.9999
70;614424;07.04.2014;31.12.9999
70;614424;03.11.2014;31.12.9999
70;614426;05.10.2009;31.12.9999
70;614426;01.10.2015;31.12.9999
70;614429;01.06.2002;31.12.9999
70;614429;05.06.2008;31.12.9999
70;614429;01.01.2016;31.12.9999
70;614429;16.11.2018;31.12.9999
70;614431;11.05.2010;31.12.9999
70;614431;01.05.2016;31.12.9999
70;614431;23.07.2016;31.12.9999
70;614431;15.01.2018;31.12.9999
70;614431;14.07.2018;31.12.9999
70;614431;01.09.2018;31.12.9999
70;614432;01.01.2016;31.12.9999
70;614433;26.05.2016;31.12.9999
70;614433;01.02.2017;31.12.9999
70;614433;04.06.2017;31.12.9999
70;614433;05.06.2017;31.12.9999
70;614434;01.10.2013;31.12.9999
70;614434;01.01.2014;31.12.9999
70;614434;03.03.2015;31.12.9999
70;614435;09.11.2009;31.12.9999
70;614436;01.06.2006;31.12.9999
70;614437;01.01.2014;31.12.9999
70;614437;25.07.2014;31.12.9999
70;614439;01.06.2006;31.12.9999
70;614441;14.02.2014;31.12.9999
70;614441;01.01.2016;31.12.9999
70;614442;01.01.2009;31.12.9999
70;614443;21.12.2011;31.12.9999
70;614443;14.10.2017;31.12.9999
70;614444;08.12.2014;31.12.9999
70;614444;01.12.2017;31.12.9999
70;614445;01.01.2020;31.12.9999
70;614446;29.12.2014;31.12.9999
70;614447;26.06.2008;31.12.9999
70;614447;01.10.2015;31.12.9999
70;614448;06.02.2009;31.12.9999
70;614448;01.01.2016;31.12.9999
70;614449;17.01.2012;31.12.9999
70;614449;10.02.2014;31.12.9999
70;614449;03.03.2015;31.12.9999
70;614449;01.10.2015;31.12.9999
70;614450;27.07.2012;31.12.9999
70;614450;01.10.2015;31.12.9999
70;614451;20.05.2013;31.12.9999
70;614451;20.05.2015;31.12.9999
70;614451;01.01.2016;31.12.9999
70;614451;22.09.2016;31.12.9999
70;614451;15.05.2017;31.12.9999
70;614451;01.02.2018;31.12.9999
70;614451;28.05.2018;31.12.9999
70;614451;10.09.2018;31.12.9999
70;614451;27.05.2019;31.12.9999
70;614452;03.11.2011;31.12.9999
70;614452;15.03.2012;31.12.9999
70;614452;24.04.2012;31.12.9999
70;614452;03.02.2014;31.12.9999
70;614452;01.10.2015;31.12.9999
70;614453;25.02.2011;31.12.9999
70;614453;04.04.2011;31.12.9999
70;614453;28.01.2014;31.12.9999
70;614453;03.03.2015;31.12.9999
70;614453;01.10.2015;31.12.9999
70;614455;13.03.2009;31.12.9999
70;614455;01.10.2015;31.12.9999
70;614458;18.09.2006;31.12.9999
70;614458;01.10.2015;31.12.9999
70;614459;01.01.2011;31.12.9999
70;614459;01.04.2015;31.12.9999
70;614459;01.07.2020;31.12.9999
70;614460;25.02.2013;31.12.9999
70;614461;28.06.2010;31.12.9999
70;614461;01.11.2013;31.12.9999
70;614461;18.01.2017;31.12.9999
70;614461;01.03.2017;31.12.9999
70;614461;05.11.2017;31.12.9999
70;614461;11.01.2019;31.12.9999
70;614461;13.03.2019;31.12.9999
70;614462;02.08.2010;31.12.9999
70;614462;01.10.2015;31.12.9999
70;614463;15.10.2008;31.12.9999
70;614463;01.10.2013;31.12.9999
70;614463;01.07.2020;31.12.9999
70;614464;24.08.2009;31.12.9999
70;614464;01.09.2015;31.12.9999
70;614464;26.10.2015;31.12.9999
70;614465;01.01.2019;31.12.9999
70;614466;27.01.2016;31.12.9999
70;614466;01.10.2019;31.12.9999
70;614467;01.04.2015;31.12.9999
70;614468;05.05.2015;31.12.9999
70;614469;01.04.2015;31.12.9999
70;614469;01.07.2020;31.12.9999
70;614470;01.11.2020;31.12.9999
70;614471;01.04.2015;31.12.9999
70;614472;21.02.2008;31.12.9999
70;614472;01.01.2016;31.12.9999
70;614473;15.07.2015;31.12.9999
70;614473;01.01.2016;31.12.9999
70;614473;01.01.2020;31.12.9999
70;614474;08.08.2012;31.12.9999
70;614474;01.10.2015;31.12.9999
70;614475;01.04.2015;31.12.9999
70;614477;01.06.2012;31.12.9999
70;614477;01.01.2016;31.12.9999
70;614477;01.07.2020;31.12.9999
70;614479;01.04.2015;31.12.9999
70;614480;01.01.2011;31.12.9999
70;614480;01.07.2020;31.12.9999
70;614482;01.12.2017;31.12.9999
70;614483;01.02.2020;31.12.9999
70;614484;01.04.2015;31.12.9999
70;614484;01.07.2020;31.12.9999
70;614486;02.10.2017;31.12.9999
70;614487;01.01.2014;31.12.9999
70;614488;01.01.2016;31.12.9999
70;614489;01.04.2015;31.12.9999
70;614489;01.01.2016;31.12.9999
70;614489;23.05.2017;31.12.9999
70;614489;01.07.2020;31.12.9999
70;614490;01.09.2004;31.12.9999
70;614491;02.04.2015;31.12.9999
70;614492;01.01.2016;31.12.9999
70;614493;08.01.1988;31.12.9999
70;614493;01.10.2015;31.12.9999
70;614494;01.08.2013;31.12.9999
70;614494;09.12.2013;31.12.9999
70;614494;18.05.2015;31.12.9999
70;614494;01.01.2016;31.12.9999
70;614495;27.02.2017;31.12.9999
70;614495;16.01.2019;31.12.9999
70;614495;01.04.2019;31.12.9999
70;614495;19.02.2020;31.12.9999
70;614496;28.08.2012;31.12.9999
70;614496;01.10.2015;31.12.9999
70;614497;02.02.2009;31.12.9999
70;614497;01.10.2015;31.12.9999
70;614498;05.04.2017;31.12.9999
70;614499;03.04.2015;31.12.9999
70;614499;23.01.2019;31.12.9999
70;614501;02.04.2009;31.12.9999
70;614501;01.10.2015;31.12.9999
70;614503;11.04.2003;31.12.9999
70;614503;01.10.2015;31.12.9999
70;614504;01.09.2013;31.12.9999
70;614504;29.06.2015;31.12.9999
70;614506;10.03.2010;31.12.9999
70;614506;25.10.2013;31.12.9999
70;614506;01.10.2015;31.12.9999
70;614507;25.07.2013;31.12.9999
70;614507;01.10.2015;31.12.9999
70;614508;09.09.2011;31.12.9999
70;614508;01.01.2016;31.12.9999
70;614510;22.07.2014;31.12.9999
70;614510;24.09.2020;31.12.9999
70;614514;01.01.2009;31.12.9999
70;614515;01.01.2019;31.12.9999
70;614516;01.09.2007;31.12.9999
70;614518;01.01.2016;31.12.9999
