rp;tn;begin;end
70;605891;01.01.2018;31.12.9999
70;605891;16.05.2018;31.12.9999
70;605894;01.01.2017;31.12.9999
70;605894;01.01.2018;31.12.9999
70;605894;16.05.2018;31.12.9999
70;605896;20.03.2009;31.12.9999
70;605897;25.12.2012;31.12.9999
70;605897;05.04.2013;31.12.9999
70;605897;01.01.2015;31.12.9999
70;605897;01.04.2016;31.12.9999
70;605898;01.01.2018;31.12.9999
70;605899;24.08.2020;31.12.9999
70;605901;24.09.2014;31.12.9999
70;605901;22.08.2018;31.12.9999
70;605902;05.06.2017;31.12.9999
70;605902;01.05.2019;31.12.9999
70;605903;01.02.2018;31.12.9999
70;605905;02.10.2012;31.12.9999
70;605905;01.01.2017;31.12.9999
70;605906;31.12.2014;31.12.9999
70;605906;03.08.2018;31.12.9999
70;605908;21.06.2013;31.12.9999
70;605908;23.05.2016;31.12.9999
70;605908;03.08.2018;31.12.9999
70;605908;04.07.2019;31.12.9999
70;605909;22.09.2011;31.12.9999
70;605909;01.01.2015;31.12.9999
70;605909;01.01.2018;31.12.9999
70;605912;01.07.2015;31.12.9999
70;605913;18.02.2014;31.12.9999
70;605913;01.01.2019;31.12.9999
70;605914;01.11.2009;31.12.9999
70;605914;01.01.2013;31.12.9999
70;605914;01.09.2015;31.12.9999
70;605914;11.04.2016;31.12.9999
70;605915;01.01.2008;31.12.9999
70;605915;01.01.2015;31.12.9999
70;605916;05.11.2020;31.12.9999
70;605917;01.07.2014;31.12.9999
70;605917;06.10.2016;31.12.9999
70;605918;06.09.2013;31.12.9999
70;605918;10.01.2014;31.12.9999
70;605918;01.05.2019;31.12.9999
70;605919;08.04.2015;31.12.9999
70;605919;01.09.2017;31.12.9999
70;605919;01.04.2019;31.12.9999
70;605920;09.12.2010;31.12.9999
70;605920;25.08.2014;31.12.9999
70;605920;01.01.2016;31.12.9999
70;605921;16.07.2013;31.12.9999
70;605922;22.10.2008;31.12.9999
70;605922;01.04.2019;31.12.9999
70;605924;22.03.2010;31.12.9999
70;605924;08.05.2013;31.12.9999
70;605924;27.12.2013;31.12.9999
70;605924;25.07.2017;31.12.9999
70;605924;01.08.2018;31.12.9999
70;605926;01.01.2013;31.12.9999
70;605926;01.02.2018;31.12.9999
70;605927;12.09.2012;31.12.9999
70;605927;07.12.2012;31.12.9999
70;605927;01.01.2013;31.12.9999
70;605928;01.02.2018;31.12.9999
70;605930;01.01.2008;31.12.9999
70;605930;04.07.2018;31.12.9999
70;605931;01.04.2011;31.12.9999
70;605931;24.06.2014;31.12.9999
70;605932;22.04.2015;31.12.9999
70;605933;22.12.2004;31.12.9999
70;605933;13.02.2014;31.12.9999
70;605933;03.03.2015;31.12.9999
70;605933;01.10.2015;31.12.9999
70;605936;01.01.2012;31.12.9999
70;605937;03.05.2000;31.12.9999
70;605938;25.12.2010;31.12.9999
70;605939;01.01.2017;31.12.9999
70;605939;01.01.2018;31.12.9999
70;605941;06.02.2013;31.12.9999
70;605941;01.01.2014;31.12.9999
70;605941;03.02.2014;31.12.9999
70;605941;13.02.2014;31.12.9999
70;605941;03.06.2015;31.12.9999
70;605941;01.01.2018;31.12.9999
70;605941;02.07.2018;31.12.9999
70;605943;17.12.2018;31.12.9999
70;605944;05.06.2015;31.12.9999
70;605944;01.04.2019;31.12.9999
70;605945;01.01.2017;31.12.9999
70;605945;01.01.2018;31.12.9999
70;605947;18.03.2013;31.12.9999
70;605947;01.07.2014;31.12.9999
70;605947;01.04.2019;31.12.9999
70;605949;01.01.2017;31.12.9999
70;605949;01.01.2018;31.12.9999
70;605950;19.03.2013;31.12.9999
70;605950;01.07.2014;31.12.9999
70;605950;22.09.2014;31.12.9999
70;605950;23.01.2015;31.12.9999
70;605950;22.07.2015;31.12.9999
70;605950;01.01.2016;31.12.9999
70;605952;01.04.2010;31.12.9999
70;605952;07.04.2014;31.12.9999
70;605952;01.05.2014;31.12.9999
70;605952;02.01.2016;31.12.9999
70;605952;01.01.2018;31.12.9999
70;605952;01.01.2019;31.12.9999
70;605952;01.03.2019;31.12.9999
70;605953;16.12.2013;31.12.9999
70;605953;01.02.2018;31.12.9999
70;605954;23.09.2014;31.12.9999
70;605954;01.10.2015;31.12.9999
70;605954;15.02.2016;31.12.9999
70;605955;12.05.2005;31.12.9999
70;605955;01.07.2014;31.12.9999
70;605956;16.10.2020;31.12.9999
70;605957;10.10.2008;31.12.9999
70;605958;12.08.2008;31.12.9999
70;605958;01.09.2015;31.12.9999
70;605959;01.12.2008;31.12.9999
70;605959;01.07.2014;31.12.9999
70;605959;01.12.2014;31.12.9999
70;605960;01.01.2017;31.12.9999
70;605960;01.01.2018;31.12.9999
70;605960;21.05.2018;31.12.9999
70;605960;13.11.2018;31.12.9999
70;605961;08.07.2013;31.12.9999
70;605961;01.07.2014;31.12.9999
70;605962;01.07.2014;31.12.9999
70;605962;01.04.2019;31.12.9999
70;605963;01.01.2013;31.12.9999
70;605963;13.02.2014;31.12.9999
70;605964;18.06.2014;31.12.9999
70;605964;01.07.2014;31.12.9999
70;605964;01.01.2018;31.12.9999
70;605968;01.01.2017;31.12.9999
70;605968;01.01.2018;31.12.9999
70;605969;14.05.2013;31.12.9999
70;605969;01.07.2015;31.12.9999
70;605970;18.03.2013;31.12.9999
70;605970;01.07.2014;31.12.9999
70;605970;07.05.2018;31.12.9999
70;605970;01.01.2019;31.12.9999
70;605971;12.08.2014;31.12.9999
70;605971;17.12.2014;31.12.9999
70;605971;14.12.2016;31.12.9999
70;605972;18.09.2014;31.12.9999
70;605972;16.03.2018;31.12.9999
70;605973;20.05.2013;31.12.9999
70;605973;01.07.2014;31.12.9999
70;605973;22.09.2015;31.12.9999
70;605973;01.07.2019;31.12.9999
70;605974;01.03.2010;31.12.9999
70;605977;05.05.2004;31.12.9999
70;605978;30.12.2016;31.12.9999
70;605981;01.01.2017;31.12.9999
70;605981;11.11.2019;31.12.9999
70;605982;22.03.2010;31.12.9999
70;605982;01.01.2013;31.12.9999
70;605982;24.02.2015;31.12.9999
70;605982;18.05.2015;31.12.9999
70;605983;01.01.2017;31.12.9999
70;605983;06.03.2017;31.12.9999
70;605983;01.01.2018;31.12.9999
70;605984;01.01.2017;31.12.9999
70;605984;06.03.2017;31.12.9999
70;605984;01.01.2018;31.12.9999
70;605986;01.01.2017;31.12.9999
70;605986;01.01.2018;31.12.9999
70;605988;01.01.2017;31.12.9999
70;605988;11.11.2019;31.12.9999
70;605989;03.08.2011;31.12.9999
70;605989;01.10.2015;31.12.9999
70;605991;01.01.2017;31.12.9999
70;605991;01.01.2018;31.12.9999
70;605992;01.01.2018;31.12.9999
70;605993;01.07.2014;31.12.9999
70;605993;01.04.2019;31.12.9999
70;605994;11.09.2009;31.12.9999
70;605994;01.01.2018;31.12.9999
70;605996;01.07.2014;31.12.9999
70;605996;01.01.2018;31.12.9999
70;605996;01.04.2019;31.12.9999
70;605997;01.01.2016;31.12.9999
70;605998;02.09.2019;31.12.9999
70;606002;19.06.2013;31.12.9999
70;606002;22.01.2014;31.12.9999
70;606002;03.03.2015;31.12.9999
70;606002;18.04.2017;31.12.9999
70;606003;21.09.2015;31.12.9999
70;606003;01.11.2017;31.12.9999
70;606003;01.04.2019;31.12.9999
70;606005;01.01.2018;31.12.9999
70;606006;13.01.2014;31.12.9999
70;606006;07.05.2018;31.12.9999
70;606007;17.03.2014;31.12.9999
70;606007;17.07.2017;31.12.9999
70;606008;19.10.2005;31.12.9999
70;606008;25.01.2014;31.12.9999
70;606009;26.04.2012;31.12.9999
70;606009;11.04.2016;31.12.9999
70;606009;01.01.2018;31.12.9999
70;606010;01.01.2017;31.12.9999
70;606010;01.01.2018;31.12.9999
70;606011;01.01.2017;31.12.9999
70;606011;01.01.2018;31.12.9999
70;606013;01.01.2017;31.12.9999
70;606013;01.01.2018;31.12.9999
70;606014;01.07.2014;31.12.9999
70;606014;01.04.2019;31.12.9999
70;606015;01.01.2017;31.12.9999
70;606015;01.01.2018;31.12.9999
70;606016;03.09.2012;31.12.9999
70;606016;20.02.2014;31.12.9999
70;606017;01.01.2017;31.12.9999
70;606017;01.01.2018;31.12.9999
70;606018;01.01.2017;31.12.9999
70;606018;06.03.2017;31.12.9999
70;606019;18.04.2002;31.12.9999
70;606019;11.04.2016;31.12.9999
70;606021;01.01.2017;31.12.9999
70;606021;01.01.2018;31.12.9999
70;606022;21.03.2011;31.12.9999
70;606023;01.01.2017;31.12.9999
70;606023;01.01.2018;31.12.9999
70;606026;01.07.2014;31.12.9999
70;606026;01.11.2014;31.12.9999
70;606026;01.04.2019;31.12.9999
70;606027;01.01.2017;31.12.9999
70;606028;01.07.2014;31.12.9999
70;606028;01.04.2019;31.12.9999
70;606029;01.01.2017;31.12.9999
70;606029;01.01.2018;31.12.9999
70;606030;01.07.2014;31.12.9999
70;606030;01.01.2019;31.12.9999
70;606030;01.04.2019;31.12.9999
70;606031;10.10.2002;31.12.9999
70;606031;01.10.2015;31.12.9999
70;606031;09.07.2018;31.12.9999
70;606032;01.07.2014;31.12.9999
70;606032;24.11.2014;31.12.9999
70;606032;08.10.2020;31.12.9999
70;606033;01.07.2014;31.12.9999
70;606033;29.12.2014;31.12.9999
70;606033;11.10.2018;31.12.9999
70;606033;01.04.2019;31.12.9999
70;606035;01.01.2017;31.12.9999
70;606035;06.03.2017;31.12.9999
70;606036;01.01.2017;31.12.9999
70;606036;18.03.2020;31.12.9999
70;606037;17.09.2018;31.12.9999
70;606037;05.08.2020;31.12.9999
70;606038;01.01.2017;31.12.9999
70;606038;06.03.2017;31.12.9999
70;606039;01.01.2018;31.12.9999
70;606039;01.04.2019;31.12.9999
70;606044;01.07.2017;31.12.9999
70;606044;21.05.2018;31.12.9999
70;606045;01.07.2014;31.12.9999
70;606045;01.12.2017;31.12.9999
70;606045;01.04.2019;31.12.9999
70;606049;01.01.2017;31.12.9999
70;606049;06.03.2017;31.12.9999
70;606051;01.01.2017;31.12.9999
70;606051;06.03.2017;31.12.9999
70;606052;30.01.2014;31.12.9999
70;606054;01.07.2014;31.12.9999
70;606054;23.07.2015;31.12.9999
70;606054;12.10.2016;31.12.9999
70;606054;14.08.2017;31.12.9999
70;606054;01.04.2019;31.12.9999
70;606055;01.01.2017;31.12.9999
70;606055;06.03.2017;31.12.9999
70;606056;01.07.2014;31.12.9999
70;606056;01.04.2019;31.12.9999
70;606057;01.01.2017;31.12.9999
70;606057;06.03.2017;31.12.9999
70;606058;01.07.2014;31.12.9999
70;606058;01.04.2019;31.12.9999
70;606060;21.03.2016;31.12.9999
70;606062;19.04.2012;31.12.9999
70;606062;01.01.2013;31.12.9999
70;606062;02.08.2013;31.12.9999
70;606062;01.01.2014;31.12.9999
70;606062;03.02.2014;31.12.9999
70;606062;01.12.2016;31.12.9999
70;606062;01.01.2018;31.12.9999
70;606063;01.07.2014;31.12.9999
70;606063;01.04.2019;31.12.9999
70;606064;03.02.2014;31.12.9999
70;606065;22.10.2013;31.12.9999
70;606065;06.06.2016;31.12.9999
70;606066;01.01.2017;31.12.9999
70;606066;06.03.2017;31.12.9999
70;606066;16.06.2017;31.12.9999
70;606066;02.12.2019;31.12.9999
70;606068;01.07.2014;31.12.9999
70;606068;01.04.2019;31.12.9999
70;606069;01.12.2014;31.12.9999
70;606069;01.01.2016;31.12.9999
70;606069;01.04.2019;31.12.9999
70;606071;01.01.2017;31.12.9999
70;606071;06.03.2017;31.12.9999
70;606075;01.12.2011;31.12.9999
70;606075;01.04.2019;31.12.9999
70;606076;11.02.2013;31.12.9999
70;606076;04.03.2015;31.12.9999
70;606076;02.04.2015;31.12.9999
70;606076;01.01.2018;31.12.9999
70;606078;16.01.2014;31.12.9999
70;606078;01.01.2016;31.12.9999
70;606078;01.01.2019;31.12.9999
70;606082;20.08.2015;31.12.9999
70;606082;01.04.2019;31.12.9999
70;606083;01.02.2014;31.12.9999
70;606084;28.01.2014;31.12.9999
70;606084;13.02.2014;31.12.9999
70;606084;01.01.2016;31.12.9999
70;606084;02.01.2016;31.12.9999
70;606084;03.02.2016;31.12.9999
70;606087;01.04.2013;31.12.9999
70;606087;01.01.2018;31.12.9999
70;606087;01.01.2019;31.12.9999
70;606089;01.01.2013;31.12.9999
70;606089;13.02.2014;31.12.9999
70;606090;25.05.2012;31.12.9999
70;606090;01.01.2013;31.12.9999
70;606091;10.11.2014;31.12.9999
70;606091;16.12.2014;31.12.9999
70;606091;01.03.2016;31.12.9999
70;606091;01.01.2017;31.12.9999
70;606092;01.01.2013;31.12.9999
70;606092;01.11.2013;31.12.9999
70;606092;13.12.2013;31.12.9999
70;606092;18.07.2016;31.12.9999
70;606093;01.01.2013;31.12.9999
70;606093;13.02.2014;31.12.9999
70;606094;10.05.2017;31.12.9999
70;606094;10.08.2018;31.12.9999
70;606094;19.12.2018;31.12.9999
70;606095;09.02.2015;31.12.9999
70;606095;01.01.2018;31.12.9999
70;606095;08.10.2020;31.12.9999
70;606098;01.07.2014;31.12.9999
70;606098;01.04.2019;31.12.9999
70;606100;01.02.2014;31.12.9999
70;606100;01.09.2014;31.12.9999
70;606100;20.05.2016;31.12.9999
70;606100;18.07.2016;31.12.9999
70;606100;19.07.2016;31.12.9999
70;606101;01.09.2017;31.12.9999
70;606101;01.04.2019;31.12.9999
70;606102;01.07.2014;31.12.9999
70;606102;05.08.2020;31.12.9999
70;606104;10.01.2012;31.12.9999
70;606104;01.03.2014;31.12.9999
70;606104;01.01.2019;31.12.9999
70;606105;01.07.2014;31.12.9999
70;606105;01.04.2019;31.12.9999
70;606106;01.01.2012;31.12.9999
70;606107;01.03.2010;31.12.9999
70;606107;13.02.2014;31.12.9999
70;606107;25.03.2015;31.12.9999
70;606108;26.01.2012;31.12.9999
70;606108;01.01.2013;31.12.9999
70;606108;17.12.2013;31.12.9999
70;606108;13.02.2014;31.12.9999
70;606108;01.01.2018;31.12.9999
70;606110;23.06.2014;31.12.9999
70;606110;01.01.2018;31.12.9999
70;606110;12.11.2018;31.12.9999
70;606111;01.02.2014;31.12.9999
70;606111;01.01.2015;31.12.9999
70;606111;21.09.2015;31.12.9999
70;606111;01.01.2017;31.12.9999
70;606111;25.12.2017;31.12.9999
70;606111;03.12.2018;31.12.9999
70;606112;01.01.2016;31.12.9999
70;606113;02.09.2014;31.12.9999
70;606113;26.01.2015;31.12.9999
70;606113;01.01.2016;31.12.9999
70;606113;01.05.2017;31.12.9999
70;606113;01.01.2018;31.12.9999
70;606114;01.02.2014;31.12.9999
70;606114;05.06.2017;31.12.9999
70;606114;05.09.2017;31.12.9999
70;606114;20.11.2017;31.12.9999
70;606114;20.05.2018;31.12.9999
70;606116;24.05.2017;31.12.9999
70;606117;01.01.2013;31.12.9999
70;606117;04.10.2013;31.12.9999
70;606117;01.04.2015;31.12.9999
70;606118;27.12.2011;31.12.9999
70;606118;01.09.2015;31.12.9999
70;606120;01.02.2014;31.12.9999
70;606120;10.12.2018;31.12.9999
70;606121;01.12.2018;31.12.9999
70;606121;24.10.2019;31.12.9999
70;606125;01.01.2013;31.12.9999
70;606125;03.02.2014;31.12.9999
70;606125;01.04.2015;31.12.9999
70;606125;17.02.2016;31.12.9999
70;606126;11.09.2003;31.12.9999
70;606126;01.10.2015;31.12.9999
70;606127;10.01.2014;31.12.9999
70;606127;01.01.2017;31.12.9999
70;606127;01.01.2018;31.12.9999
70;606127;16.02.2018;31.12.9999
70;606127;02.03.2020;31.12.9999
70;606128;26.07.1999;31.12.9999
70;606128;01.01.2014;31.12.9999
70;606128;26.05.2014;31.12.9999
70;606128;01.06.2015;31.12.9999
70;606128;11.02.2019;31.12.9999
70;606129;11.06.1997;31.12.9999
70;606129;01.10.2015;31.12.9999
70;606132;04.11.2003;31.12.9999
70;606132;01.01.2017;31.12.9999
70;606132;01.01.2018;31.12.9999
70;606134;08.09.2014;31.12.9999
70;606134;05.05.2015;31.12.9999
70;606136;24.10.2016;31.12.9999
70;606136;01.01.2020;31.12.9999
70;606137;21.09.2015;31.12.9999
70;606137;01.11.2015;31.12.9999
70;606137;01.05.2016;31.12.9999
70;606137;01.07.2020;31.12.9999
70;606138;01.07.2014;31.12.9999
70;606138;06.10.2014;31.12.9999
70;606138;01.04.2019;31.12.9999
70;606139;25.09.2013;31.12.9999
70;606141;01.01.2013;31.12.9999
70;606141;01.01.2018;31.12.9999
70;606143;01.07.2014;31.12.9999
70;606143;01.04.2019;31.12.9999
70;606144;16.05.2016;31.12.9999
70;606144;18.12.2017;31.12.9999
70;606145;01.06.2007;31.12.9999
70;606145;01.03.2010;31.12.9999
70;606146;16.04.2012;31.12.9999
70;606146;17.04.2016;31.12.9999
70;606147;10.02.2014;31.12.9999
70;606147;09.03.2017;31.12.9999
70;606147;07.06.2018;31.12.9999
70;606147;03.08.2018;31.12.9999
70;606151;01.12.1997;31.12.9999
70;606151;01.01.2017;31.12.9999
70;606152;22.09.2017;31.12.9999
70;606154;01.01.2016;31.12.9999
70;606155;01.01.2014;31.12.9999
70;606155;01.01.2015;31.12.9999
70;606155;06.04.2020;31.12.9999
70;606157;01.09.2012;31.12.9999
70;606157;02.02.2018;31.12.9999
70;606157;01.11.2018;31.12.9999
70;606157;01.04.2019;31.12.9999
70;606158;01.07.2014;31.12.9999
70;606158;01.01.2016;31.12.9999
70;606158;17.09.2020;31.12.9999
70;606159;02.03.2012;31.12.9999
70;606159;20.08.2012;31.12.9999
70;606159;01.10.2015;31.12.9999
70;606161;01.01.2017;31.12.9999
70;606161;01.09.2017;31.12.9999
70;606161;01.04.2019;31.12.9999
70;606161;11.04.2019;31.12.9999
70;606162;01.02.2010;31.12.9999
70;606163;23.01.2017;31.12.9999
70;606163;01.01.2018;31.12.9999
70;606164;29.11.2013;31.12.9999
70;606164;01.01.2017;31.12.9999
70;606164;01.09.2019;31.12.9999
70;606165;08.12.2014;31.12.9999
70;606165;05.09.2017;31.12.9999
70;606165;01.01.2018;31.12.9999
70;606166;29.07.2015;31.12.9999
70;606166;01.08.2019;31.12.9999
70;606167;12.10.2020;31.12.9999
70;606168;13.07.2013;31.12.9999
70;606168;21.08.2015;31.12.9999
70;606168;16.11.2015;31.12.9999
70;606168;01.01.2018;31.12.9999
70;606169;31.12.2015;31.12.9999
70;606169;01.01.2020;31.12.9999
70;606170;18.11.2008;31.12.9999
70;606170;01.01.2016;31.12.9999
70;606171;24.08.2015;31.12.9999
70;606171;11.11.2015;31.12.9999
70;606171;01.04.2019;31.12.9999
70;606172;20.07.2015;31.12.9999
70;606172;16.11.2015;31.12.9999
70;606172;01.01.2020;31.12.9999
70;606173;01.09.2015;31.12.9999
70;606173;12.10.2016;31.12.9999
70;606173;10.05.2017;31.12.9999
70;606173;11.09.2017;31.12.9999
70;606173;01.11.2018;31.12.9999
70;606173;15.07.2019;31.12.9999
70;606174;01.01.1990;31.12.9999
70;606174;01.04.2019;31.12.9999
70;606176;07.06.2018;31.12.9999
70;606177;01.01.2010;31.12.9999
70;606177;10.08.2020;31.12.9999
70;606179;05.10.2005;31.12.9999
70;606179;05.12.2016;31.12.9999
70;606179;23.10.2019;31.12.9999
70;606181;09.04.2015;31.12.9999
70;606181;24.12.2019;31.12.9999
70;606190;01.04.2020;31.12.9999
70;606196;01.09.2015;31.12.9999
70;606196;01.01.2017;31.12.9999
70;606196;01.04.2019;31.12.9999
70;606198;01.01.2013;31.12.9999
70;606199;13.05.2015;31.12.9999
70;606199;01.07.2015;31.12.9999
70;606199;01.01.2018;31.12.9999
70;606200;24.02.2012;31.12.9999
70;606201;01.01.2013;31.12.9999
70;606202;01.02.2014;31.12.9999
70;606202;01.05.2016;31.12.9999
70;606203;01.01.2013;31.12.9999
70;606203;15.06.2015;31.12.9999
70;606203;01.01.2018;31.12.9999
70;606204;01.10.2013;31.12.9999
70;606204;13.09.2014;31.12.9999
70;606206;01.02.2014;31.12.9999
70;606206;01.05.2016;31.12.9999
70;606206;18.07.2016;31.12.9999
70;606206;19.07.2016;31.12.9999
70;606207;01.03.2010;31.12.9999
70;606209;01.01.2017;31.12.9999
70;606209;01.05.2017;31.12.9999
70;606212;25.02.2014;31.12.9999
70;606213;01.01.2017;31.12.9999
70;606213;17.05.2017;31.12.9999
70;606213;01.07.2017;31.12.9999
70;606213;01.04.2019;31.12.9999
70;606214;01.03.2011;31.12.9999
70;606214;01.01.2017;31.12.9999
70;606219;01.01.2017;31.12.9999
70;606220;13.01.2004;31.12.9999
70;606220;01.09.2017;31.12.9999
70;606222;01.08.2014;31.12.9999
70;606223;01.11.2020;31.12.9999
70;606224;01.02.2014;31.12.9999
70;606224;01.05.2016;31.12.9999
70;606225;13.03.2018;31.12.9999
70;606226;17.08.2011;31.12.9999
70;606226;01.05.2017;31.12.9999
70;606226;01.01.2019;31.12.9999
70;606228;15.02.2014;31.12.9999
70;606228;17.02.2014;31.12.9999
70;606228;21.05.2014;31.12.9999
70;606228;01.06.2016;31.12.9999
70;606229;01.01.2013;31.12.9999
70;606230;01.09.2015;31.12.9999
70;606230;25.01.2016;31.12.9999
70;606230;01.04.2019;31.12.9999
70;606231;08.06.2012;31.12.9999
70;606231;01.01.2016;31.12.9999
70;606231;01.12.2018;31.12.9999
70;606232;24.09.2015;31.12.9999
70;606232;08.12.2015;31.12.9999
70;606232;01.11.2018;31.12.9999
70;606232;01.01.2020;31.12.9999
70;606235;20.01.2014;31.12.9999
70;606235;01.03.2014;31.12.9999
70;606236;01.09.2015;31.12.9999
70;606237;01.01.2013;31.12.9999
70;606238;06.02.2014;31.12.9999
70;606238;01.01.2018;31.12.9999
70;606238;01.04.2019;31.12.9999
70;606239;09.12.1991;31.12.9999
70;606239;01.01.2017;31.12.9999
70;606239;01.07.2020;31.12.9999
70;606240;17.04.2014;31.12.9999
70;606240;01.06.2016;31.12.9999
70;606241;15.04.2014;31.12.9999
70;606241;01.01.2018;31.12.9999
70;606241;19.10.2020;31.12.9999
70;606242;16.12.2014;31.12.9999
70;606242;06.02.2017;31.12.9999
70;606242;01.07.2017;31.12.9999
70;606243;02.08.2004;31.12.9999
70;606243;01.09.2015;31.12.9999
70;606243;01.04.2019;31.12.9999
70;606244;01.03.2010;31.12.9999
70;606244;17.12.2013;31.12.9999
70;606244;13.02.2014;31.12.9999
70;606247;02.10.2013;31.12.9999
70;606247;03.06.2015;31.12.9999
70;606248;01.09.2015;31.12.9999
70;606248;05.12.2016;31.12.9999
70;606248;05.12.2020;31.12.9999
70;606249;01.03.2010;31.12.9999
70;606250;25.05.2015;31.12.9999
70;606251;01.09.2015;31.12.9999
70;606251;20.04.2019;31.12.9999
70;606252;01.01.2014;31.12.9999
70;606252;01.01.2018;31.12.9999
70;606253;26.03.2014;31.12.9999
70;606253;01.05.2014;31.12.9999
70;606253;01.02.2019;31.12.9999
70;606254;22.02.2013;31.12.9999
70;606256;01.09.2015;31.12.9999
70;606256;01.11.2016;31.12.9999
70;606257;01.02.2020;31.12.9999
70;606258;01.01.2013;31.12.9999
70;606258;06.04.2015;31.12.9999
70;606258;01.05.2015;31.12.9999
70;606258;16.09.2019;31.12.9999
70;606259;29.04.2013;31.12.9999
70;606259;29.07.2013;31.12.9999
70;606259;01.09.2015;31.12.9999
70;606259;01.04.2019;31.12.9999
70;606261;01.02.2014;31.12.9999
70;606261;30.01.2015;31.12.9999
70;606262;01.02.2014;31.12.9999
70;606262;01.05.2016;31.12.9999
70;606262;19.07.2016;31.12.9999
70;606262;20.07.2016;31.12.9999
70;606263;01.09.2015;31.12.9999
70;606263;01.07.2016;31.12.9999
70;606265;21.01.2015;31.12.9999
70;606265;01.01.2017;31.12.9999
70;606267;28.10.2010;31.12.9999
70;606267;13.01.2014;31.12.9999
70;606267;01.07.2014;31.12.9999
70;606267;01.01.2015;31.12.9999
70;606267;01.01.2017;31.12.9999
70;606267;01.05.2019;31.12.9999
70;606270;04.02.2014;31.12.9999
70;606270;01.09.2015;31.12.9999
70;606270;01.07.2016;31.12.9999
70;606270;11.08.2017;31.12.9999
70;606270;01.04.2019;31.12.9999
70;606271;05.06.2002;31.12.9999
70;606271;01.01.2013;31.12.9999
70;606271;13.02.2014;31.12.9999
70;606271;01.01.2016;31.12.9999
70;606273;01.09.2015;31.12.9999
70;606273;18.04.2016;31.12.9999
70;606273;01.07.2016;31.12.9999
70;606273;14.10.2019;31.12.9999
70;606276;02.12.2005;31.12.9999
70;606276;01.03.2010;31.12.9999
70;606276;01.01.2013;31.12.9999
70;606276;11.06.2013;31.12.9999
70;606276;01.07.2015;31.12.9999
70;606279;01.02.2014;31.12.9999
70;606279;01.05.2016;31.12.9999
70;606280;01.02.2014;31.12.9999
70;606280;01.05.2016;31.12.9999
70;606281;01.02.2014;31.12.9999
70;606282;11.06.2013;31.12.9999
70;606282;01.05.2015;31.12.9999
70;606282;01.07.2019;31.12.9999
70;606283;03.12.2012;31.12.9999
70;606284;01.06.2015;31.12.9999
70;606284;01.01.2017;31.12.9999
70;606284;01.09.2018;31.12.9999
70;606285;24.07.2015;31.12.9999
70;606285;05.11.2015;31.12.9999
70;606286;09.01.2017;31.12.9999
70;606291;02.11.1992;31.12.9999
70;606291;01.01.2017;31.12.9999
70;606291;01.07.2017;31.12.9999
70;606292;13.10.2020;31.12.9999
70;606293;01.01.2017;31.12.9999
70;606293;01.07.2017;31.12.9999
70;606295;01.02.2014;31.12.9999
70;606295;01.05.2016;31.12.9999
70;606297;03.09.2001;31.12.9999
70;606297;01.06.2002;31.12.9999
70;606298;01.03.2010;31.12.9999
70;606298;13.02.2014;31.12.9999
70;606298;01.01.2017;31.12.9999
70;606299;01.06.2015;31.12.9999
70;606300;17.11.2014;31.12.9999
70;606300;01.04.2019;31.12.9999
70;606303;10.10.2008;31.12.9999
70;606303;17.12.2012;31.12.9999
70;606304;01.04.2009;31.12.9999
70;606304;01.01.2017;31.12.9999
70;606305;06.06.1997;31.12.9999
70;606305;13.10.1997;31.12.9999
70;606305;01.09.2015;31.12.9999
70;606306;02.09.2015;31.12.9999
70;606306;01.07.2019;31.12.9999
70;606309;12.10.1993;31.12.9999
70;606310;01.01.2017;31.12.9999
70;606310;01.12.2018;31.12.9999
70;606312;10.10.2013;31.12.9999
70;606312;01.04.2015;31.12.9999
70;606312;23.10.2019;31.12.9999
70;606313;01.09.2015;31.12.9999
70;606313;01.04.2019;31.12.9999
70;606314;01.02.2014;31.12.9999
70;606314;17.07.2016;31.12.9999
70;606314;18.07.2016;31.12.9999
70;606314;20.07.2016;31.12.9999
70;606314;21.07.2016;31.12.9999
70;606315;30.04.2015;31.12.9999
70;606315;27.07.2015;31.12.9999
70;606315;01.04.2019;31.12.9999
70;606316;21.12.2015;31.12.9999
70;606317;15.04.2011;31.12.9999
70;606317;08.05.2013;31.12.9999
70;606317;01.07.2015;31.12.9999
70;606317;01.04.2019;31.12.9999
70;606318;01.02.2014;31.12.9999
70;606320;21.08.2013;31.12.9999
70;606320;09.12.2018;31.12.9999
70;606321;01.02.2014;31.12.9999
70;606322;01.02.2014;31.12.9999
70;606322;01.05.2016;31.12.9999
70;606323;10.10.2008;31.12.9999
70;606323;01.04.2019;31.12.9999
70;606324;01.02.2014;31.12.9999
70;606325;25.10.2011;31.12.9999
70;606325;01.04.2019;31.12.9999
70;606326;10.10.2008;31.12.9999
70;606326;02.06.2014;31.12.9999
70;606326;01.01.2015;31.12.9999
70;606326;01.04.2019;31.12.9999
70;606327;26.01.2012;31.12.9999
70;606327;11.11.2013;31.12.9999
70;606327;01.01.2018;31.12.9999
70;606328;01.01.2018;31.12.9999
70;606329;01.02.2014;31.12.9999
70;606330;01.02.2014;31.12.9999
70;606331;01.01.2016;31.12.9999
70;606332;01.01.2017;31.12.9999
70;606334;07.05.2007;31.12.9999
70;606334;01.09.2015;31.12.9999
70;606335;01.02.2014;31.12.9999
70;606335;23.01.2017;31.12.9999
