tn;begin;end
901349;16.09.2008;31.12.9999
901350;16.09.2008;31.12.9999
901351;16.09.2008;31.12.9999
901352;25.09.2019;31.12.9999
901356;19.05.2015;31.12.9999
901357;01.01.2016;31.12.9999
901358;01.01.2016;31.12.9999
901359;01.01.2016;31.12.9999
901360;05.03.2015;31.12.9999
901361;01.08.2020;31.12.9999
901362;16.09.2019;31.12.9999
901363;12.07.2011;31.12.9999
901364;20.06.2011;31.12.9999
901364;01.02.2017;31.12.9999
901365;15.04.2019;31.12.9999
901366;07.02.2020;31.12.9999
901367;10.01.2013;31.12.9999
901367;09.03.2016;31.12.9999
901368;01.06.2014;31.12.9999
901369;01.02.2017;31.12.9999
901370;01.07.2016;31.12.9999
901370;11.02.2019;31.12.9999
901371;22.07.2020;31.12.9999
901372;01.02.2012;31.12.9999
901375;15.06.2011;31.12.9999
901376;03.07.2018;31.12.9999
901379;27.10.1999;31.12.9999
901381;13.08.1984;31.12.9999
901381;15.06.2011;31.12.9999
901382;01.01.2016;31.12.9999
901383;05.06.2013;31.12.9999
901385;04.12.2014;31.12.9999
901387;24.03.2017;31.12.9999
901388;11.02.2011;31.12.9999
901389;03.07.2001;31.12.9999
901389;25.10.2012;31.12.9999
901391;05.11.2014;31.12.9999
901397;13.03.2006;31.12.9999
901400;18.07.2011;31.12.9999
901401;23.01.2003;31.12.9999
901404;01.07.2012;31.12.9999
901405;08.04.2006;31.12.9999
901406;10.05.2000;31.12.9999
901407;01.09.2010;31.12.9999
901408;07.08.2017;31.12.9999
901409;01.06.2015;31.12.9999
901410;01.06.2011;31.12.9999
901412;01.01.2016;31.12.9999
901413;15.10.2012;31.12.9999
901414;08.07.2020;31.12.9999
901415;01.01.2016;31.12.9999
901418;01.01.2016;31.12.9999
901419;03.03.2003;31.12.9999
901420;18.08.2011;31.12.9999
901421;01.01.2010;31.12.9999
901422;01.11.1998;31.12.9999
901423;17.12.2019;31.12.9999
901424;27.04.2020;31.12.9999
901425;05.06.2013;31.12.9999
901426;14.03.2019;31.12.9999
901427;10.03.1995;31.12.9999
901428;22.10.2012;31.12.9999
